person,label
018c1154,0.3712176
0190f87d,0.19843711
019425a8,0.9239431
0196054a,0.86222726
01984bc3,0.10716448
019ac712,0.06693521
01a20e81,0.18580192
01ab5296,0.18208586
01ac5844,0.14714146
01ad4042,0.89039373
01ada784,0.290283
01af6573,0.81775934
01b08442,0.18533558
01b09758,0.3366288
01b97cb9,0.28852284
01be1d14,0.131277
01c3addd,0.74222916
01c862be,0.06693521
01c9f8d2,0.12253653
01caf5bf,0.7668352
01cbe6b3,0.06825442
01cd8ca8,0.2647395
01d18619,0.10340981
01d28bce,0.16374348
01d8711d,0.70062405
01dfb178,0.7998386
01e18191,0.06693521
01f061eb,0.7960782
01f8fa5b,0.29523835
01fe7232,0.35460702
01ffa003,0.8445792
0205d5c1,0.32448632
020b50dc,0.30528414
021b35b5,0.20933188
021f11c8,0.43515822
02208eb6,0.15147494
0222570f,0.3219482
0225de65,0.10083544
02274195,0.06825442
02285678,0.5305073
0228b475,0.06693521
022bd951,0.06693521
022c083c,0.46679217
022ca64b,0.8162911
0233c7ed,0.20757557
0234e8f5,0.18208168
023e49e4,0.78241444
023fafbb,0.06693521
0244969f,0.21987695
02452978,0.7375112
0246242b,0.20811309
0247c9fc,0.11856274
024803ab,0.06502693
02496e75,0.8287536
024b9c24,0.49235728
024ceac4,0.114169925
024ffb9b,0.075452924
0256b30a,0.2967869
0256c879,0.12209249
0256dfc5,0.06693521
025e1ccc,0.67172664
02603929,0.16764623
026b66ef,0.06693521
0270a59f,0.16735046
027870af,0.88068897
027b809f,0.23927549
027cb5c9,0.21987695
027e9637,0.12209249
0280a93d,0.58516407
028d0864,0.7680628
02973cb9,0.06693521
0297fc1e,0.46462628
029889eb,0.17049761
029a5c8b,0.06693521
029e25de,0.06693521
02a14ee3,0.11364982
02a9fd4c,0.6289871
02aa0266,0.06693521
02b10e44,0.86688226
02b13444,0.075452924
02b51109,0.40384382
02ba6bb6,0.06693521
02bf0143,0.3012691
02c2eb63,0.06693521
02c66b97,0.075452924
02c73278,0.102475666
02cec30a,0.06693521
02d42846,0.13990612
02d80cb2,0.105117925
02de19f7,0.115413874
02e1a150,0.30783397
02e465f4,0.71539396
02e59a44,0.7919636
02e65ce8,0.48403046
02e7d329,0.07692616
02ecd2d2,0.10083544
02eefc32,0.07604264
02f0635f,0.8150264
02f2b7b1,0.06693521
02f5c581,0.15662558
02f792fc,0.11173671
02fb0b61,0.075452924
030071f1,0.4702109
03042e4a,0.075452924
030c5d84,0.08511137
030c803c,0.24384329
03100f48,0.715981
03110d1d,0.80080235
0311c318,0.20180376
031481a2,0.73195875
0318fd8d,0.86304843
031bee81,0.18166326
03264a2e,0.41107932
032c90dd,0.06693521
032ecde2,0.2069356
03302054,0.47267157
0337d5ce,0.83037585
0338a1ea,0.44465816
03413393,0.06693521
03439225,0.8304245
034ab8b8,0.08471647
034e4f2f,0.40659297
034fbc8a,0.06693521
03533e4f,0.10638558
035626f1,0.12430965
035be698,0.12821987
035c9c3c,0.9358415
03665977,0.42555046
03739332,0.06693521
037a2f9e,0.17530192
037f094d,0.28024712
037f3cec,0.7146977
0382adc4,0.35664988
0384b2bd,0.06693521
0384dbbf,0.06693521
038e3cd5,0.06693521
039a1fa7,0.1779648
039c02c5,0.06693521
039ccd71,0.09262165
039d87dc,0.32543185
039fe371,0.07589493
03a0d815,0.13898613
03a1b4d1,0.65298086
03aa060a,0.19797206
03aa82cb,0.06693521
03ab59d3,0.09436509
03ae1796,0.8504079
03b6cecb,0.6695365
03b999c7,0.93719316
03bb6dc9,0.06693521
03c6dbf0,0.21446088
03c72157,0.6153188
03d242c6,0.2213743
03d269f6,0.48990524
03d5db8f,0.14981009
03da16b8,0.13787253
03db8124,0.9096265
03e50576,0.098062284
03eb4dd6,0.20437299
03f1562e,0.77497697
03fb9fde,0.20356813
0401277e,0.06693521
04014a58,0.07692616
04068dcd,0.84420097
0408f3f4,0.8006703
040ad2f1,0.06693521
040f38ba,0.78907967
0411efc6,0.18449545
0413b563,0.06693521
04145809,0.6812511
0415c30d,0.3863007
041b49c5,0.1040267
041d7e7c,0.14981009
041dc1c0,0.25947946
041e67c8,0.54126036
04218827,0.87928265
042467f9,0.06693521
04247184,0.85000557
042481ae,0.45429638
04287e35,0.72589135
042b0008,0.32680193
042b1af5,0.17434964
042ceff2,0.12894055
042daf42,0.84831256
04339a2a,0.06693521
04339d40,0.43980715
043498e0,0.48785254
04372918,0.21373099
04386a90,0.06693521
04452b51,0.6406091
04463f03,0.85562295
04479796,0.08610893
044798c5,0.17312655
044cd20c,0.06693521
044df6bc,0.63326395
0450c157,0.23628044
0454bd8b,0.84503376
0454d395,0.27368125
045a01b7,0.91342324
045ccfc6,0.8906859
045ed46b,0.11373384
046261a1,0.5702768
046f4eee,0.20096205
0471cda1,0.06693521
0473d45c,0.4060566
0473d703,0.271808
047425e8,0.45003483
047525d7,0.15148975
047bf097,0.09262165
047eaf93,0.32868516
047fecb5,0.42153442
0482fc3a,0.8787158
04858d07,0.09167554
048623e1,0.8205205
0487acc0,0.2981281
048a0e28,0.1367956
048b7adb,0.5440329
048e6ef0,0.23004769
048e8a05,0.88198185
048f0b15,0.17955883
048fe060,0.28541082
0490bc0a,0.08989241
049c35a9,0.8540811
04a1be72,0.21920718
04a2caa8,0.075452924
04a31cb9,0.9121999
04a5bf7c,0.06693521
04ac1d2b,0.78034127
04b0de51,0.6115638
04b134be,0.13924335
04b13fd2,0.2730063
04b3cf8f,0.11424019
04bfc38e,0.10717634
04c13da6,0.88046885
04c79bf6,0.06693521
04c7ed44,0.8046511
04c8323e,0.9256437
04d2ee78,0.06693521
04d814ae,0.7052876
04d9cb0e,0.12792462
04dba417,0.16566877
04dc5661,0.8668274
04de8d3e,0.06693521
04ded3e6,0.8972063
04e15d15,0.36749697
04e5a487,0.17674728
04e667e4,0.21622795
04e6d352,0.29045177
04edbc20,0.23628044
04f2e560,0.92026645
04f4febe,0.08511137
05076463,0.15347795
0507e8f2,0.8706877
050956cd,0.06693521
051b11a7,0.32770136
05204945,0.107220426
0522a4fa,0.7355579
05237699,0.16802375
05241c33,0.105677925
0527b5ae,0.21776095
052a0610,0.83922344
052a2d62,0.06693521
052adc12,0.23654269
052d6778,0.15689798
05369f37,0.06693521
053a1fb6,0.09259761
053b53ed,0.70720106
053c8c48,0.41227067
053db417,0.6915687
053e23ce,0.17913148
053f578d,0.06693521
054013e8,0.73198915
05415a64,0.42234313
05434466,0.7596054
05445b67,0.06693521
054a0951,0.06693521
054c06b7,0.6417098
0552ee2b,0.1980692
05567c7b,0.43035346
0556c3b8,0.35258132
055ce8c8,0.14347592
0564216a,0.08994737
05673798,0.8311429
0567a51f,0.3098872
056f89d4,0.61778176
057a8bc2,0.3765541
057aa717,0.5396249
05832043,0.07084341
05842367,0.1266844
05845094,0.3611701
0589bc9f,0.4027609
058d33f5,0.06693521
058f8a59,0.33848813
0592919f,0.2519008
0595673e,0.3776188
059bcf05,0.30278167
059cb926,0.06693521
059d594b,0.075452924
05a0feb5,0.4124583
05a3f374,0.11101811
05a565eb,0.12092892
05a99822,0.06693521
05a9aa0a,0.06693521
05ab0341,0.12091441
05aba175,0.06693521
05b53558,0.12253653
05b98856,0.06693521
05ba5474,0.12268099
05bbd123,0.06693521
05ce4c68,0.34332752
05d47572,0.8141112
05df8dea,0.55524
05e816e1,0.31723085
05e9dc15,0.075452924
05ec0416,0.07604264
05f9aabd,0.8441606
05fab3e2,0.8355012
05fdf4d4,0.26802734
0603dfa7,0.069546975
06054a70,0.4027883
060788cf,0.13361846
0615817a,0.19639331
061c36f3,0.09018013
06230959,0.843528
0623d3b0,0.39599317
06271090,0.12434131
062d7384,0.62864393
062dd1cb,0.23140466
0630c31f,0.06693521
06340412,0.8774872
06377ced,0.14852697
0645477e,0.06693521
064b8baf,0.35030502
064ec6ea,0.36509493
06568d8d,0.06693521
0656c4ea,0.15202045
065b0804,0.38584676
065b4fea,0.23922968
065ead15,0.08994737
06698b9a,0.2059928
066a20aa,0.86293596
066d8e1d,0.882879
06786046,0.07517057
06790571,0.84332085
06793b28,0.8740874
067f8d78,0.06693521
0680b00d,0.8379147
06818d49,0.4001641
06824520,0.87463313
06872f0b,0.06693521
068af20b,0.6619097
068b6fbb,0.6910313
068b86b4,0.06693521
068b993a,0.71946555
0697a4c2,0.7181291
069a72e5,0.13416442
069b6014,0.06693521
06a4dc8f,0.15923166
06a762a5,0.10460726
06ad410f,0.16558225
06b1c34c,0.8268014
06b26eb2,0.06502693
06b27801,0.06693521
06b3441e,0.76292294
06b6e768,0.06693521
06b9946b,0.06502693
06c033ec,0.28892204
06c0a0d5,0.3193887
06c0db23,0.8000876
06c1fbb3,0.18587238
06c6384c,0.06693521
06caa05f,0.7059141
06cdc70f,0.79652894
06cea6ea,0.08994737
06d322d3,0.31089365
06d450a7,0.118284896
06d72f24,0.06693521
06d8c28c,0.07236953
06df5403,0.81865203
06e4b8c8,0.06693521
06e55267,0.16576123
06e6349b,0.06693521
06ea2c68,0.06693521
06ed04d6,0.6822415
06f206fe,0.06825442
06f41e53,0.45730016
06f6975e,0.6157403
06f953fe,0.18208586
06fcbc94,0.8501617
070b29c0,0.06693521
070f9a0b,0.1874768
07110547,0.19575033
0717754f,0.77022386
0718385a,0.06902987
071abc4f,0.40646112
071e2196,0.38993558
0720b80e,0.37177756
0720d357,0.21521069
072a96a1,0.20562911
07314959,0.06693521
0732ac8c,0.13701892
073cdd36,0.18617027
073fd043,0.06693521
07420dec,0.8132312
0744ba92,0.4204685
0755e63e,0.26210192
0756e3ad,0.65891767
0758bd0b,0.59161204
075c5198,0.31572092
075e85f8,0.1451164
076cf4cd,0.7757803
0773ee15,0.44526058
0774872c,0.33530855
0776c1f0,0.06693521
077d3da7,0.06693521
077d4d9f,0.70691717
077e8564,0.06693521
07876886,0.11134334
07891a0d,0.24974382
078baec6,0.20214722
078bfbd3,0.06693521
079532d3,0.8619184
079bdbe4,0.22980317
07a39f46,0.13946007
07a60895,0.28136897
07a7e6be,0.7325714
07a887ed,0.12253653
07ad7c88,0.20378034
07aff1c4,0.11856274
07b01d56,0.7604513
07b0a7a8,0.06693521
07b22fcb,0.06693521
07b2319f,0.121649474
07b96270,0.18188284
07b99a01,0.24711525
07b9f8ae,0.14955743
07ba73bf,0.3272788
07c3a2da,0.64576244
07c8ebeb,0.31876305
07c9beeb,0.4909328
07ccd549,0.21903615
07cde923,0.91129786
07d02c79,0.11893275
07d8c1ac,0.8103227
07db4e73,0.17518029
07dc9451,0.15213871
07e631f2,0.20823225
07e662e9,0.06693521
07e69681,0.066311195
07e6e71f,0.079856366
07e6f8c2,0.11315791
07f124fe,0.4140427
07f26ce1,0.06693521
07f2d434,0.4217642
07f42646,0.8148003
07f42a13,0.06693521
07f4fec1,0.06693521
0800358e,0.18384488
0800bcfb,0.06825442
0800f720,0.09305682
0804633b,0.34323454
080bd4ac,0.61478126
080e8db0,0.26410663
080fcf1a,0.52834284
0810558b,0.11633839
081713cb,0.71834916
081911b4,0.2968447
08198e83,0.117051095
08208a49,0.12466509
08245544,0.06693521
0824c55d,0.075452924
082bd9bd,0.7074832
082c80d5,0.06693521
0833a0a9,0.7059141
083b3442,0.68191314
083d5b9a,0.5381784
08462640,0.06693521
08463d5b,0.454758
08466048,0.09877272
084925d5,0.7814479
084f9401,0.24604373
08500aef,0.7507262
0858c7dd,0.06825442
085ef200,0.16368641
08639c4f,0.6750261
08683645,0.68191314
086b64ea,0.2170251
08740886,0.8730633
087a68e3,0.06693521
087de56d,0.21548118
08801bfc,0.29463586
0880b8e1,0.06693521
08837bda,0.075452924
0883e978,0.069546975
088477ee,0.61177534
088bf9fe,0.51144934
088ccfd7,0.21289583
088d0558,0.72138685
088f10a3,0.7647732
0892abe8,0.8360479
089563a3,0.06693521
08991bf9,0.6967036
089aeed8,0.22136325
089cda86,0.6642965
089e36af,0.06693521
089eb49b,0.8327135
08a60c7c,0.4287889
08a6d92f,0.33970696
08a82be5,0.34760955
08ae99c4,0.07604264
08b1d536,0.8410261
08babe3f,0.11722282
08bbf145,0.47534043
08c15659,0.06693521
08c9da9e,0.10649706
08caae70,0.2554713
08cb481e,0.06693521
08cba418,0.23774856
08d02ef7,0.5396249
08d0674b,0.66622585
08d18c71,0.3474662
08d2d2ee,0.06693521
08d35e05,0.1777821
08d3db92,0.6737446
08e040a4,0.06825442
08e0974b,0.7128589
08e616b7,0.79478586
08e643c3,0.3788106
08ea4ea5,0.18668371
08f06435,0.11671859
08f36f9d,0.06693521
08f737af,0.2481254
0900779d,0.09259761
09030d39,0.28873825
0903f3f8,0.7709537
0908f99e,0.33581507
090a998c,0.06693521
090e29b6,0.8728623
090ef175,0.68053585
0914bd03,0.095811896
09191ecf,0.15213871
091987f9,0.24926083
091a89ac,0.448736
091d4e3a,0.69404036
091f6ce7,0.21391451
0924371d,0.91855985
0926f776,0.06693521
092db484,0.06693521
09352d1f,0.105117925
09372e45,0.7022332
093ba2ef,0.17713392
093c3834,0.5050022
093eeb7a,0.08511137
09411787,0.06693521
0949b6a4,0.90053725
094c8fdb,0.13613145
094fcf0d,0.7065027
09557165,0.6177733
095a98b0,0.7290088
095c5f96,0.43108487
095d6adb,0.58254576
0966f2a3,0.42612204
0967f3a4,0.06693521
096bf242,0.2088595
096ebe93,0.83697444
0974287a,0.06693521
0974c232,0.2594849
0978b0d9,0.8810157
0978b7b7,0.28799638
09793121,0.06693521
097a0d5b,0.131277
097cbc1e,0.20315792
09833fa3,0.3360975
09837117,0.06693521
0983c897,0.27902442
09848f4e,0.15382087
098b319c,0.08511137
098bea44,0.28506884
0996b69a,0.21365887
09a6536f,0.09205034
09ac3798,0.09401384
09b0e60b,0.06825442
09b43644,0.3967354
09ba24eb,0.06502693
09be0231,0.8146612
09c2d603,0.5430631
09c5914d,0.8651443
09c86611,0.30931264
09cce7ea,0.07236953
09d0b3d9,0.06693521
09d718cc,0.66097176
09db6995,0.08994737
09dc59af,0.2755068
09e0db6a,0.5055266
09e2bd1a,0.1914302
09e4e04b,0.5009854
09e532d7,0.16724923
09e890f1,0.06693521
09ea35c3,0.38703316
09ee02c4,0.12661876
09f26d53,0.08994737
09f578ac,0.14071901
09fa700c,0.8991368
09fc8084,0.23879412
09fdf852,0.6489965
09fe5eac,0.075452924
0a036ba6,0.45857444
0a0441ff,0.2097808
0a05b988,0.33468422
0a09033d,0.8364592
0a09ed37,0.06693521
0a0a8e92,0.073032774
0a13de3a,0.71004134
0a263927,0.06693521
0a287714,0.06693521
0a2a7401,0.80274147
0a2b15f1,0.06502693
0a2bdc5e,0.6217242
0a2c03b3,0.06693521
0a2cfbe5,0.11441968
0a2f9872,0.18377805
0a302d69,0.24803531
0a3152cf,0.80378175
0a325e86,0.8561663
0a32ef30,0.5905386
0a334bfb,0.06693521
0a38ba8c,0.13657786
0a390749,0.15366934
0a392a70,0.80625874
0a3a754c,0.37776768
0a3c96b6,0.44420677
0a3eacbb,0.7155813
0a4359fd,0.20577316
0a446067,0.24798675
0a48c7dd,0.68191314
0a52beaa,0.19934249
0a5500f7,0.39542887
0a56042e,0.49832892
0a5674e3,0.81131023
0a59b83f,0.5182281
0a5a08de,0.06693521
0a5c3448,0.075452924
0a726998,0.07236953
0a7278b6,0.17044368
0a742f6b,0.06825442
0a7b34e8,0.14955743
0a7d73ef,0.26654643
0a7fc5d5,0.06693521
0a7ffd3b,0.31983098
0a8396b5,0.4182205
0a8cf902,0.28419754
0a938014,0.06693521
0a96681a,0.30213505
0a991ffb,0.30872676
0aa2b925,0.41282296
0aa3be5b,0.075452924
0aa42a59,0.4478819
0aa51910,0.06693521
0aa540b1,0.06693521
0aa7a825,0.34726405
0aac3579,0.07589493
0ab19ebb,0.5515498
0ab53692,0.23641242
0ab5b77a,0.20157568
0ab7ba4c,0.07836914
0ab8071c,0.06693521
0abaabba,0.092177086
0abaed3a,0.48720726
0abeae7a,0.6715859
0ac6f80c,0.09645263
0acb0dd8,0.11087908
0acd4c31,0.06693521
0acd4cfa,0.06825442
0acf6085,0.8401869
0ad72deb,0.32382563
0ae6e81d,0.1801053
0ae7030e,0.06693521
0ae86202,0.84420097
0ae8e76b,0.3053748
0aeb596a,0.7332689
0aec3c89,0.12894055
0aed974d,0.097611986
0aeea846,0.075452924
0af117af,0.06693521
0af3f1f1,0.18114781
0afaf28d,0.19581658
0aff575b,0.075452924
0b02b868,0.22468883
0b0c8c25,0.106780864
0b138c53,0.749119
0b13e026,0.89749455
0b1429da,0.06693521
0b14fed7,0.1091563
0b187bda,0.57405585
0b273f4a,0.12990761
0b28e1e6,0.8731401
0b2998c7,0.8714385
0b2e2100,0.34977373
0b305d74,0.5009031
0b3109a8,0.85613614
0b3519eb,0.19068424
0b393f2d,0.07969356
0b3e6f67,0.6399866
0b40a4ca,0.06825442
0b4341bb,0.06693521
0b513259,0.713962
0b52e6c8,0.9192163
0b544b65,0.06693521
0b5d9257,0.38288417
0b5f90b2,0.1506899
0b63edae,0.10459655
0b67541e,0.06693521
0b6774d3,0.92335033
0b68d8fe,0.075452924
0b6ef3d1,0.13999332
0b859654,0.06693521
0b906cf5,0.8919659
0b91b6d6,0.20164685
0b928b3d,0.06693521
0b92f190,0.4432905
0b947f5b,0.15112524
0b9927b4,0.11099032
0b9a69f1,0.87531155
0b9c388f,0.31773004
0b9d0598,0.101171285
0b9e0132,0.9222219
0ba2ac97,0.88568187
0ba4dc08,0.6238756
0ba4e604,0.52836365
0ba4ea48,0.9163351
0baa7b0c,0.4247302
0bb32a91,0.49826962
0bb37f6a,0.11073139
0bb45ffd,0.92335033
0bb60ae3,0.77676857
0bba4c68,0.06693521
0bcc3c80,0.07236953
0bccc9fa,0.66185594
0bcf03c1,0.20822056
0bd076f9,0.06447102
0bd08e68,0.18532847
0bd2f756,0.73832095
0bd44989,0.5790229
0bd61a21,0.7767115
0bdabe42,0.08505989
0be7712b,0.06693521
0bf0c226,0.22992198
0bf0f4b8,0.37721238
0bf201ce,0.09100687
0bf4c2c5,0.7482497
0c00b65b,0.07692616
0c017f77,0.36634162
0c0580c3,0.8386972
0c0641b3,0.19299214
0c0c0d53,0.29472098
0c0cd9db,0.06693521
0c0ef200,0.40128532
0c1105ed,0.14244038
0c118b5a,0.2793796
0c13d6b0,0.06693521
0c1c6a9d,0.38210332
0c26d732,0.204055
0c304998,0.06693521
0c31095e,0.06693521
0c33283e,0.11134334
0c3a520b,0.06693521
0c3d70ee,0.06693521
0c4aa321,0.06693521
0c4c7a5b,0.43663523
0c4f0376,0.06693521
0c55d921,0.13747294
0c588686,0.44912022
0c5e4707,0.16329786
0c63334c,0.89972854
0c64525d,0.5102327
0c6b7fd4,0.20257439
0c6ee9e5,0.74513537
0c734fb1,0.101651825
0c761987,0.6891653
0c798137,0.06502693
0c7d0d74,0.24058169
0c839c59,0.06693521
0c8db2e0,0.16553582
0c940daa,0.06693521
0c94bcb9,0.06693521
0c96825c,0.06502693
0c9d90d6,0.12209249
0c9fc253,0.23959385
0ca07f08,0.13234705
0ca744be,0.51330125
0cac940b,0.49432138
0cb03b51,0.06693521
0cb6ede0,0.07031801
0cb7279c,0.21235338
0cba4d1f,0.92522264
0cbacdc1,0.06693521
0cbfded8,0.29851404
0cc86d33,0.06502693
0cd518e1,0.61357164
0cd5f510,0.06693521
0ce04737,0.18672863
0ce26294,0.3230265
0ce50d9c,0.2637892
0cea3b63,0.15791456
0cef22a6,0.06693521
0cf0b96a,0.47486544
0cfb7ff7,0.06693521
0cffd1be,0.699502
0d079711,0.09347701
0d0c4ff0,0.8573059
0d0ef8b6,0.06825442
0d108f2b,0.80542797
0d17c853,0.6364284
0d17cea3,0.33264446
0d19f990,0.10804882
0d204f2b,0.26264834
0d247226,0.07140187
0d260083,0.06693521
0d280eb7,0.06693521
0d329833,0.18101479
0d34af6e,0.8508112
0d35538d,0.073032774
0d3607ab,0.06693521
0d3ed0d0,0.11665893
0d472a66,0.32147112
0d48d41e,0.5897604
0d491a97,0.4857749
0d49a9ed,0.24343479
0d4aba2d,0.17434154
0d4d6f74,0.07236953
0d4f05d7,0.41801932
0d4ff378,0.06693521
0d5159e4,0.36681125
0d540e26,0.25777155
0d57e70a,0.844127
0d5948e9,0.1997469
0d677e8a,0.09259761
0d778481,0.4916915
0d79ee6d,0.8948322
0d800ae7,0.075452924
0d807f42,0.28639594
0d80991e,0.07604264
0d859602,0.28779352
0d87b223,0.6502485
0d8dea9c,0.64737356
0d972598,0.06693521
0d9ba914,0.06693521
0da1a9e1,0.075452924
0dad8359,0.07517057
0dad8ce0,0.38003513
0daebdcc,0.4160165
0db1471f,0.06693521
0db88c11,0.7647819
0db9efca,0.15791151
0dbcf50c,0.3739619
0dbed274,0.44014835
0dc38893,0.075452924
0dd9caa8,0.06693521
0de03179,0.8609098
0de2ef8e,0.6276073
0de4d77f,0.25811735
0de7b2e9,0.28488576
0de7e638,0.1533796
0de84249,0.3368923
0dfb37d0,0.6454646
0dfd8e90,0.119784005
0dff1cec,0.06693521
0e00f12f,0.6972065
0e01b083,0.60924536
0e0679ba,0.25878084
0e080005,0.06693521
0e085e1a,0.10365243
0e08e1d1,0.06693521
0e14eefa,0.84175324
0e16d741,0.18637152
0e170b17,0.8257461
0e1986ba,0.075452924
0e1d7ee4,0.0737514
0e1f3b59,0.1424844
0e1ff7c6,0.8811888
0e23837e,0.21700294
0e258167,0.06693521
0e2bb2be,0.36513162
0e2dfb1d,0.18378916
0e2ff3b2,0.72398376
0e33dc2a,0.08077805
0e383277,0.17469014
0e3c91a6,0.34390625
0e4227a0,0.06693521
0e4687b8,0.06693521
0e4b3cc7,0.15467013
0e519460,0.8021151
0e532395,0.82444733
0e5571fe,0.23299187
0e570259,0.18410292
0e5b6c3c,0.6970339
0e5c5ee8,0.1298018
0e5d2067,0.069546975
0e5df472,0.8446016
0e6294a6,0.06693521
0e65ac2f,0.29857567
0e6852fb,0.6971988
0e6f79e1,0.15526247
0e738801,0.16369982
0e77a3a8,0.06825442
0e7951ea,0.15567398
0e805418,0.8924611
0e8244bd,0.06693521
0e86c215,0.07589493
0e9132a2,0.8783042
0e937d36,0.87450343
0e9bd02e,0.06693521
0e9d0ae2,0.06693521
0ea34765,0.26019037
0ea39588,0.1100514
0ea83176,0.06693521
0eaebe2c,0.06693521
0eb95ecf,0.37539014
0ebb735b,0.11472008
0ebbb5e9,0.06693521
0ebd6b81,0.62027895
0ebd6eb8,0.3041861
0ebef275,0.54874337
0ec008ff,0.91609514
0ec10b2a,0.06693521
0ec167b9,0.21235941
0ec2cefe,0.06693521
0ec3748a,0.26230222
0ec7d7ab,0.06693521
0ec82c43,0.24625912
0ec9a7a3,0.66968167
0eca7ed3,0.58392715
0ecdc239,0.8089269
0ece1108,0.06693521
0ecfca50,0.61343473
0ed38361,0.22252813
0edd368a,0.11035994
0edf4cc5,0.06693521
0ee2cb99,0.8085095
0ee30f8a,0.3660594
0ee4ad13,0.06693521
0ee4c3de,0.31349024
0ee8ea57,0.11044707
0ef0abaf,0.48526055
0ef0b96b,0.93358266
0ef4118a,0.06693521
0ef4168f,0.77777976
0ef60aef,0.10302817
0ef8e2a8,0.06502693
0efa4369,0.06693521
0efa95ca,0.06825442
0efa99c1,0.84974176
0efca388,0.06693521
0f013dcd,0.3346227
0f067145,0.06693521
0f0e95a2,0.19517583
0f148a1d,0.34906062
0f168a63,0.87005955
0f18f196,0.19131087
0f1f23a4,0.06693521
0f1f714b,0.12462855
0f21ffa2,0.06693521
0f23b0c7,0.86078095
0f252d11,0.13295615
0f308ca7,0.13422081
0f312684,0.06825442
0f3734c6,0.06693521
0f3aa415,0.08369397
0f3c3c47,0.06693521
0f3e24e6,0.3091099
0f42e113,0.066311195
0f4c1d4c,0.19642621
0f4e2a4b,0.6252508
0f4eb377,0.42843115
0f4fd0ba,0.4482752
0f5076d0,0.3280371
0f5263ba,0.06693521
0f5394a4,0.1973309
0f596c4c,0.3221279
0f59b919,0.16029929
0f5c4ffd,0.17119332
0f5f3531,0.59946984
0f633db3,0.27892822
0f63a1ce,0.17490786
0f66bb8d,0.31736067
0f67b2ee,0.066311195
0f6b58f3,0.1892222
0f6c8a17,0.49547127
0f70f631,0.19327341
0f728ecb,0.75982934
0f73cf75,0.06693521
0f788a63,0.58360535
0f7a6eb9,0.15567398
0f7c77cc,0.21360059
0f7e677e,0.788793
0f848d6a,0.14721593
0f8adc16,0.08967879
0f902c1c,0.21717328
0f92ecc7,0.11722282
0f943574,0.06693521
0f9ced73,0.6381399
0f9d51be,0.11315791
0f9fc484,0.29580662
0fa53195,0.6983418
0fab326a,0.06693521
0fae7d68,0.4992702
0fb0e13c,0.4057309
0fb43918,0.14470926
0fb55939,0.06693521
0fb906c2,0.3806679
0fbcb259,0.65523
0fc1c796,0.17097738
0fc30759,0.7099219
0fc5f233,0.08944106
0fc848cd,0.12881936
0fd5180c,0.9109224
0fd5f454,0.6197732
0fe15f2b,0.7781633
0fed7326,0.40946093
0fee480f,0.81131095
0ff0174a,0.34451744
0ff0c103,0.6952129
