,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,cantidad_sesiones,#act_ult30dias,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
580,03490d00,0,13,15,7.0,1.0,5.0,1,13.0,15,15,13,0.0
594,0357a791,0,19,12,11.0,2.0,7.0,2,19.0,12,7,19,0.0
600,03631044,0,27,11,8.0,5.0,7.0,1,27.0,11,11,27,0.0
610,03754d73,0,37,48,1.0,1.0,1.0,7,9.0,48,5,37,1.0
625,038d2328,0,45,7,16.0,5.0,9.0,4,45.0,7,0,45,0.0
627,0391da64,0,7,9,2.0,2.0,2.0,1,7.0,9,9,7,0.0
629,03978515,0,81,101,10.0,5.0,6.0,5,48.0,101,16,81,0.0
637,03a11e22,0,534,4,496.0,44.0,198.0,8,534.0,4,0,534,0.0
639,03a5acfb,0,19,14,13.0,2.0,12.0,2,19.0,14,2,19,0.0
640,03a67237,0,13,2,2.0,1.0,1.0,1,13.0,2,2,13,0.0
647,03ae7227,0,3,10,0.0,0.0,0.0,1,3.0,10,10,3,0.0
649,03b30b1a,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
650,03b3aa5c,0,25,15,17.0,6.0,12.0,2,25.0,15,15,25,0.0
658,03bcd854,0,6,6,1.0,1.0,1.0,1,6.0,6,6,6,0.0
675,03c815a4,0,10,19,3.0,1.0,2.0,2,10.0,19,16,10,0.0
676,03c99f07,0,43,2,6.0,3.0,5.0,5,43.0,2,0,43,1.0
690,03db7c49,2,2,1,0.0,0.0,0.0,3,5.0,1,1,5,1.0
698,03e5b74b,0,5,5,2.0,1.0,1.0,1,5.0,5,5,5,0.0
701,03e9630c,0,22,6,10.0,10.0,10.0,1,22.0,6,6,22,0.0
704,03edc574,0,25,8,6.0,4.0,5.0,2,25.0,8,6,25,0.0
720,0404e68f,0,168,70,80.0,12.0,45.0,15,18.0,70,12,168,1.0
732,041627fe,0,344,140,172.0,35.0,108.0,32,111.0,140,6,344,0.0
738,041dc456,0,8,15,5.0,1.0,2.0,1,8.0,15,15,8,1.0
747,042bd446,0,83,44,65.0,7.0,36.0,7,45.0,44,15,83,0.0
771,043bbb8c,5,31,57,18.0,4.0,12.0,27,106.0,1,0,212,0.0
774,043ec736,1,325,102,99.0,38.0,65.0,67,21.0,64,31,568,1.0
782,0448e78c,0,24,81,14.0,4.0,14.0,2,8.0,81,0,24,0.0
784,044c7b95,0,29,14,18.0,7.0,9.0,1,29.0,14,14,29,0.0
790,045524b6,0,7,0,3.0,2.0,2.0,1,7.0,0,0,7,0.0
793,0457712f,2,2,111,1.0,1.0,1.0,14,38.0,5,5,89,1.0
797,045fb3f8,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
806,046f8ccb,0,4,3,1.0,1.0,1.0,1,4.0,3,3,4,0.0
809,04708f23,0,171,34,111.0,12.0,61.0,9,139.0,34,14,171,0.0
828,04868458,0,4,8,1.0,1.0,1.0,1,4.0,8,8,4,0.0
838,048a9272,0,12,2,7.0,1.0,4.0,1,12.0,2,2,12,0.0
867,04a89fe5,0,6,9,1.0,1.0,1.0,2,6.0,9,7,6,0.0
881,04b93ba0,2,34,29,9.0,2.0,8.0,15,146.0,13,10,146,0.0
883,04bbc907,0,343,113,213.0,22.0,66.0,47,0.0,113,37,343,1.0
890,04c9c1ed,0,4,39,1.0,1.0,1.0,1,0.0,39,39,4,0.0
891,04ccd264,0,9,17,2.0,1.0,1.0,1,9.0,17,16,9,0.0
892,04cfa3c4,0,21,16,6.0,2.0,3.0,2,21.0,16,8,21,0.0
894,04d23d88,0,25,1,16.0,2.0,8.0,1,25.0,1,1,25,0.0
895,04d2d0ee,0,23,75,10.0,3.0,5.0,2,15.0,75,12,23,1.0
913,04f00b27,0,69,6,43.0,9.0,23.0,7,69.0,6,2,69,0.0
921,0509bcf4,0,60,2,13.0,9.0,12.0,2,60.0,2,0,60,0.0
929,0517f1f4,0,42,22,16.0,11.0,12.0,6,42.0,22,6,42,0.0
934,052078d1,0,41,120,29.0,1.0,11.0,4,0.0,120,43,41,1.0
948,05313660,0,10,5,4.0,1.0,3.0,1,10.0,5,5,10,0.0
951,05349582,2,6,17,0.0,0.0,0.0,7,20.0,16,1,20,0.0
969,05477b14,0,14,14,3.0,1.0,2.0,1,14.0,14,14,14,0.0
974,054b4d4b,0,15,11,5.0,1.0,3.0,2,15.0,11,9,15,0.0
976,054e8d43,0,98,16,79.0,8.0,30.0,5,98.0,16,9,98,0.0
982,05596145,0,68,7,37.0,5.0,11.0,8,68.0,7,1,68,1.0
987,0566e9c1,1,34,9,0.0,0.0,0.0,16,68.0,8,0,68,0.0
1000,057b8da0,0,10,11,5.0,1.0,3.0,1,10.0,11,11,10,0.0
1009,058e5305,0,3,8,1.0,1.0,1.0,1,3.0,8,8,3,0.0
1017,0594ae6a,0,37,5,16.0,2.0,4.0,5,37.0,5,4,37,0.0
1035,05b22e4c,0,129,123,46.0,30.0,38.0,7,106.0,123,1,129,1.0
1046,05cdf42f,0,4,7,1.0,1.0,1.0,1,4.0,7,7,4,0.0
1053,05d9ceb0,2,43,113,2.0,1.0,1.0,6,0.0,107,35,124,1.0
1056,05e135bf,1,7,71,0.0,0.0,0.0,4,4.0,71,28,8,0.0
1057,05e298fd,0,3,9,1.0,1.0,1.0,1,3.0,9,9,3,0.0
1058,05e2dc41,0,17,16,8.0,2.0,5.0,2,17.0,16,15,17,0.0
1059,05e62dde,0,23,20,13.0,1.0,6.0,4,23.0,20,1,23,0.0
1064,05f5d7e6,0,174,13,134.0,29.0,72.0,10,174.0,13,0,174,0.0
1074,0601784e,2,18,44,3.0,3.0,3.0,12,185.0,12,11,224,1.0
1081,060cd447,1,28,11,5.0,3.0,5.0,9,82.0,0,0,82,0.0
1092,062591e3,1,1,1,0.0,0.0,0.0,1,6.0,1,1,6,0.0
1097,06286d66,0,5,16,1.0,1.0,1.0,1,5.0,16,16,5,0.0
1127,06627564,0,4,7,1.0,1.0,1.0,1,4.0,7,7,4,0.0
1134,0673c72a,0,66,48,22.0,5.0,14.0,8,25.0,48,9,66,0.0
1142,06817d0c,0,16,7,8.0,1.0,5.0,1,16.0,7,7,16,0.0
1150,068925fa,0,27,31,6.0,2.0,4.0,3,27.0,31,15,27,0.0
1152,0689e931,0,6,3,2.0,1.0,1.0,1,6.0,3,3,6,0.0
1162,0696724e,0,91,3,64.0,7.0,41.0,3,91.0,3,0,91,0.0
1169,069af641,2,11,126,2.0,1.0,1.0,4,0.0,66,65,59,0.0
1186,06aeda65,0,8,27,3.0,2.0,3.0,1,8.0,27,27,8,1.0
1202,06c4d812,0,3,7,0.0,0.0,0.0,1,3.0,7,7,3,0.0
1203,06c5a2ff,0,7,19,3.0,2.0,2.0,2,7.0,19,12,7,0.0
1207,06cd617a,0,8,10,2.0,1.0,1.0,1,8.0,10,10,8,0.0
1212,06d1dcaa,0,42,11,32.0,22.0,28.0,2,42.0,11,11,42,0.0
1231,06db4ca8,0,21,1,9.0,5.0,6.0,1,21.0,1,1,21,0.0
1232,06dcde6c,0,16,23,4.0,3.0,3.0,5,16.0,23,0,16,0.0
1233,06df0741,0,97,20,11.0,4.0,8.0,7,97.0,20,4,97,0.0
1244,06eeb3e7,2,85,25,24.0,6.0,14.0,10,125.0,17,0,125,1.0
1260,070e6622,0,12,7,3.0,2.0,2.0,2,12.0,7,6,12,0.0
1271,071dabb9,0,9,35,6.0,1.0,5.0,1,0.0,35,35,9,1.0
1274,071e79e1,0,31,15,18.0,5.0,12.0,3,31.0,15,6,31,1.0
1281,072ec6d2,0,14,0,9.0,5.0,8.0,1,14.0,0,0,14,0.0
1284,0734d99b,0,8,9,0.0,0.0,0.0,2,8.0,9,9,8,0.0
1287,073e697a,0,39,49,7.0,3.0,7.0,4,36.0,49,13,39,1.0
1293,07487d3e,0,36,9,19.0,5.0,14.0,2,36.0,9,9,36,0.0
1294,07535fbd,0,30,141,16.0,3.0,11.0,4,24.0,141,8,30,0.0
1297,07572aeb,0,32,8,20.0,4.0,11.0,3,32.0,8,6,32,0.0
1308,07639dc4,0,4,99,1.0,1.0,1.0,1,0.0,99,99,4,0.0
1315,076d2903,0,11,10,8.0,3.0,7.0,1,11.0,10,10,11,0.0
1321,077bd29b,0,12,0,6.0,2.0,4.0,1,12.0,0,0,12,0.0
1322,077cd12c,0,75,25,34.0,7.0,20.0,7,75.0,25,0,75,0.0
1342,07a6b774,0,47,122,23.0,13.0,19.0,5,0.0,122,57,47,0.0
1348,07aabe67,0,634,139,452.0,30.0,191.0,73,179.0,139,2,634,1.0
1361,07b7d242,0,89,16,41.0,19.0,30.0,7,90.0,16,4,90,0.0
1373,07cdc12c,1,250,136,100.0,9.0,50.0,47,104.0,134,1,276,1.0
1377,07cf3937,0,97,27,79.0,19.0,52.0,3,97.0,27,9,97,0.0
1379,07d0810d,0,19,34,11.0,2.0,5.0,3,15.0,34,10,19,0.0
1391,07ea5933,0,40,14,8.0,4.0,7.0,3,40.0,14,14,40,0.0
1392,07eda19a,0,7,3,2.0,1.0,1.0,1,7.0,3,3,7,0.0
1409,07f748d3,0,4,4,1.0,1.0,1.0,1,4.0,4,4,4,0.0
1411,07f97392,0,17,45,1.0,1.0,1.0,4,13.0,45,0,17,0.0
1412,07f98981,0,24,39,1.0,1.0,1.0,4,14.0,39,10,24,0.0
1424,0806f6c4,0,40,11,27.0,5.0,15.0,2,40.0,11,11,40,0.0
1433,0811a06c,0,16,13,8.0,2.0,4.0,1,16.0,13,13,16,0.0
1436,0812bda0,1,209,91,121.0,28.0,73.0,14,0.0,90,82,227,1.0
1439,08176776,0,51,103,20.0,7.0,13.0,8,15.0,103,10,51,1.0
1443,08206493,0,143,38,77.0,13.0,40.0,19,96.0,38,1,143,0.0
1448,0829b4e1,0,19,26,5.0,4.0,5.0,5,19.0,26,16,19,0.0
1457,08343c0e,2,20,149,16.0,5.0,15.0,10,46.0,2,2,75,1.0
1470,084482af,0,53,24,20.0,9.0,14.0,5,53.0,24,2,53,1.0
1474,0847c198,0,63,49,35.0,5.0,22.0,6,0.0,49,33,63,0.0
1479,084e26c7,0,12,7,7.0,1.0,3.0,1,12.0,7,7,12,0.0
1483,08552b42,0,60,19,30.0,17.0,20.0,5,60.0,19,0,60,0.0
1486,08583b1c,0,80,0,55.0,11.0,38.0,1,80.0,0,0,80,0.0
1496,0871df62,0,20,65,7.0,3.0,6.0,3,0.0,65,55,20,0.0
1506,087e6c64,0,20,42,8.0,2.0,4.0,3,10.0,42,16,20,0.0
1516,0889026c,0,4,1,1.0,1.0,1.0,1,4.0,1,1,4,0.0
1544,08ae1a50,0,23,7,8.0,3.0,6.0,3,23.0,7,6,23,0.0
1552,08b97372,0,1,16,0.0,0.0,0.0,1,1.0,16,16,1,0.0
1574,08d3ac8a,0,17,10,5.0,5.0,5.0,4,17.0,10,5,17,0.0
1592,08f1e4b3,0,48,19,31.0,16.0,18.0,2,48.0,19,15,48,0.0
1601,08f9054d,3,1,63,0.0,0.0,0.0,7,36.0,15,15,49,0.0
1603,08ff8349,0,41,16,9.0,3.0,8.0,3,41.0,16,14,41,0.0
1605,09008386,0,64,74,30.0,16.0,23.0,8,8.0,74,7,64,0.0
1607,09039d5a,0,162,57,135.0,16.0,55.0,9,7.0,57,2,162,0.0
1630,092979db,0,88,45,39.0,5.0,22.0,6,81.0,45,5,88,0.0
1640,09412658,0,8,0,1.0,1.0,1.0,1,8.0,0,0,8,1.0
1643,09475401,0,40,7,11.0,4.0,10.0,6,40.0,7,0,40,0.0
1644,0947f818,0,14,0,5.0,1.0,3.0,2,14.0,0,0,14,0.0
1661,0962d3f9,0,41,9,7.0,5.0,6.0,1,41.0,9,9,41,0.0
1665,096934ec,0,58,4,39.0,6.0,20.0,2,58.0,4,2,58,0.0
1677,09784bd6,0,71,3,44.0,8.0,25.0,2,71.0,3,2,71,0.0
1695,09921f80,0,16,13,4.0,3.0,3.0,1,16.0,13,13,16,0.0
1699,0997ea9c,0,164,62,103.0,8.0,55.0,9,97.0,62,10,164,0.0
1704,09a78ec5,0,16,11,4.0,2.0,2.0,4,16.0,11,9,16,1.0
1705,09a98b11,0,142,13,106.0,14.0,51.0,2,142.0,13,9,142,0.0
1707,09acaccb,0,83,16,61.0,5.0,32.0,6,83.0,16,1,83,0.0
1708,09adf503,0,149,16,99.0,13.0,50.0,8,149.0,16,2,149,1.0
1711,09b24dfd,0,16,5,11.0,1.0,7.0,1,16.0,5,5,16,0.0
1724,09d0e523,0,236,29,149.0,20.0,70.0,26,236.0,29,1,236,1.0
1727,09d7ddcf,0,8,2,3.0,2.0,2.0,1,8.0,2,2,8,0.0
1747,09eb8d77,2,46,7,16.0,4.0,8.0,7,77.0,5,4,77,1.0
1749,09ec4159,0,65,48,53.0,5.0,37.0,4,61.0,48,12,65,0.0
1764,0a03cd69,0,171,34,59.0,19.0,39.0,8,161.0,34,12,171,0.0
1776,0a140739,0,21,11,14.0,2.0,7.0,1,21.0,11,11,21,0.0
1780,0a19537c,3,40,2,11.0,4.0,4.0,6,98.0,2,1,98,0.0
1783,0a244e0b,0,17,15,11.0,1.0,5.0,1,17.0,15,15,17,0.0
1785,0a262141,0,6,7,1.0,1.0,1.0,2,6.0,7,7,6,0.0
1803,0a2e8e0a,0,12,7,6.0,1.0,3.0,2,12.0,7,6,12,0.0
1830,0a4ac2b9,0,4,17,1.0,1.0,1.0,1,4.0,17,17,4,0.0
1852,0a5d63bb,6,2,16,0.0,0.0,0.0,5,15.0,12,12,15,0.0
1862,0a6e141e,0,6,16,1.0,1.0,1.0,1,6.0,16,16,6,0.0
1887,0a96b110,0,103,35,76.0,11.0,40.0,7,100.0,35,1,103,0.0
1902,0aacf315,1,8,47,0.0,0.0,0.0,6,52.0,28,22,65,1.0
1922,0ac5114a,0,9,1,5.0,5.0,5.0,2,9.0,1,1,9,0.0
1923,0ac629ef,0,40,31,25.0,6.0,14.0,5,40.0,31,1,40,0.0
1925,0acab653,0,44,0,38.0,1.0,17.0,1,44.0,0,0,44,0.0
1934,0ad0cd8a,0,16,4,1.0,1.0,1.0,1,16.0,4,4,16,0.0
1959,0ae8b154,0,3,3,1.0,1.0,1.0,1,3.0,3,3,3,1.0
1961,0aea8c31,0,76,2,36.0,2.0,17.0,3,76.0,2,1,76,0.0
1968,0af42006,0,155,64,117.0,22.0,67.0,13,98.0,64,2,155,1.0
1973,0afaecc8,0,1,12,0.0,0.0,0.0,1,1.0,12,12,1,0.0
1983,0b12e0b1,0,85,10,42.0,19.0,32.0,2,85.0,10,10,85,0.0
1992,0b18cf12,0,627,86,358.0,47.0,192.0,42,295.0,86,2,627,0.0
1993,0b1a51e3,0,11,7,2.0,2.0,2.0,1,11.0,7,7,11,0.0
2010,0b368913,0,4,6,1.0,1.0,1.0,1,4.0,6,6,4,0.0
2021,0b498f41,0,24,75,12.0,2.0,6.0,3,0.0,75,44,24,0.0
2025,0b4e4515,0,4,0,1.0,1.0,1.0,1,4.0,0,0,4,0.0
2032,0b54d2aa,0,348,29,237.0,31.0,98.0,39,348.0,29,1,348,0.0
2053,0b71bc3d,0,13,9,4.0,2.0,3.0,1,13.0,9,9,13,0.0
2062,0b8157ab,0,13,10,3.0,2.0,2.0,1,13.0,10,10,13,0.0
2067,0b8944d9,0,12,15,4.0,2.0,3.0,2,12.0,15,0,12,0.0
2069,0b8f5734,0,4,8,1.0,1.0,1.0,1,4.0,8,8,4,0.0
2078,0b98a347,0,66,36,17.0,3.0,8.0,6,25.0,36,2,66,0.0
2080,0b994061,0,101,3,89.0,16.0,49.0,2,101.0,3,2,101,0.0
2082,0b9ae2dc,0,33,52,18.0,4.0,13.0,5,29.0,52,3,33,0.0
2083,0b9bb6bb,0,525,13,454.0,21.0,130.0,21,525.0,13,2,525,0.0
2091,0ba1b6e2,0,35,38,21.0,7.0,18.0,6,14.0,38,8,35,0.0
2097,0ba55641,1,1,13,0.0,0.0,0.0,2,20.0,1,1,20,0.0
2107,0bb61741,0,6,8,2.0,1.0,1.0,1,6.0,8,8,6,0.0
2109,0bbc2081,0,48,68,12.0,2.0,8.0,7,37.0,68,0,48,0.0
2124,0bd39e8e,0,7,16,2.0,1.0,2.0,1,7.0,16,16,7,0.0
2133,0be3f5e5,2,136,86,48.0,19.0,37.0,27,0.0,60,49,460,1.0
2134,0be40a8e,0,38,3,22.0,12.0,15.0,1,38.0,3,3,38,0.0
2138,0be7d7cf,1,3,10,1.0,1.0,1.0,5,41.0,8,8,41,0.0
2139,0be95771,0,11,4,2.0,1.0,2.0,1,11.0,4,4,11,0.0
2149,0bfd1f23,0,4,3,1.0,1.0,1.0,1,4.0,3,3,4,0.0
2155,0c00db19,0,15,0,4.0,1.0,2.0,2,15.0,0,0,15,1.0
2158,0c01c297,0,28,17,16.0,8.0,11.0,5,28.0,17,6,28,0.0
2161,0c051b54,0,2,6,0.0,0.0,0.0,1,2.0,6,6,2,0.0
2173,0c1a5105,0,392,15,112.0,28.0,50.0,31,392.0,15,0,392,0.0
2175,0c20e5f7,0,23,1,13.0,1.0,7.0,3,23.0,1,0,23,0.0
2180,0c285c5b,1,313,68,231.0,10.0,101.0,58,0.0,68,56,314,0.0
2195,0c409b3e,0,14,1,7.0,2.0,5.0,2,14.0,1,1,14,0.0
2200,0c53d2f9,0,23,9,3.0,1.0,3.0,1,23.0,9,9,23,0.0
2227,0c90b3c1,0,84,29,72.0,4.0,25.0,3,84.0,29,2,84,0.0
2231,0c96249b,0,22,8,10.0,3.0,6.0,2,22.0,8,2,22,0.0
2232,0c962c1c,0,12,28,2.0,2.0,2.0,3,12.0,28,12,12,1.0
2236,0c987c6d,1,344,16,228.0,32.0,127.0,16,345.0,16,13,345,0.0
2238,0c9c79e6,0,3,3,1.0,1.0,1.0,1,3.0,3,3,3,0.0
2253,0cb95aa6,0,42,69,16.0,7.0,12.0,8,0.0,69,44,42,0.0
2256,0cbb9152,0,14,7,12.0,2.0,5.0,3,14.0,7,6,14,0.0
2260,0ccf8030,0,6,5,3.0,1.0,3.0,1,6.0,5,5,6,0.0
2266,0cd9549e,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
2267,0cda20e5,0,54,42,39.0,4.0,21.0,5,31.0,42,22,54,0.0
2290,0cf3d987,1,231,73,79.0,7.0,41.0,67,281.0,25,0,456,0.0
2293,0cfe987a,0,8,16,3.0,1.0,3.0,1,8.0,16,16,8,0.0
2297,0d023516,0,16,105,13.0,5.0,10.0,2,0.0,105,105,16,0.0
2315,0d1af2db,0,21,0,17.0,5.0,15.0,1,21.0,0,0,21,1.0
2321,0d25019c,0,16,14,4.0,1.0,1.0,3,16.0,14,10,16,0.0
2324,0d2c649f,0,35,9,3.0,2.0,2.0,1,35.0,9,9,35,0.0
2325,0d2f0733,0,21,3,7.0,2.0,2.0,1,21.0,3,3,21,0.0
2344,0d43b999,1,998,38,802.0,54.0,198.0,109,1101.0,24,1,1263,0.0
2353,0d4d2645,0,18,9,7.0,1.0,5.0,3,18.0,9,6,18,0.0
2366,0d5eb518,0,38,44,24.0,3.0,15.0,2,19.0,44,28,38,0.0
2374,0d68d38e,3,13,48,7.0,5.0,6.0,7,101.0,1,1,119,1.0
2377,0d6f5cd2,0,47,10,33.0,7.0,17.0,6,47.0,10,7,47,1.0
2379,0d741016,0,10,149,1.0,1.0,1.0,3,6.0,149,10,10,0.0
2385,0d79ae9e,0,8,1,5.0,1.0,2.0,1,8.0,1,1,8,1.0
2387,0d7ea11e,0,39,16,10.0,5.0,7.0,3,39.0,16,10,39,0.0
2388,0d7f5b7a,0,4,2,1.0,1.0,1.0,1,4.0,2,2,4,0.0
2399,0d87b81e,0,9,3,2.0,1.0,1.0,1,9.0,3,3,9,0.0
2412,0da5ecfc,2,292,40,186.0,21.0,60.0,43,391.0,28,0,501,1.0
2419,0db09425,0,4,3,1.0,1.0,1.0,1,4.0,3,3,4,0.0
2424,0db8d1ed,0,42,33,7.0,1.0,2.0,7,33.0,33,6,42,0.0
2435,0dc3ecb0,0,430,57,284.0,41.0,124.0,47,318.0,57,0,430,0.0
2438,0dc7138f,0,128,1,82.0,22.0,43.0,4,128.0,1,0,128,1.0
2442,0dd095e2,1,199,61,147.0,24.0,86.0,30,147.0,49,16,274,0.0
2457,0df5078e,0,27,8,3.0,1.0,1.0,1,27.0,8,8,27,0.0
2461,0dfca958,0,240,56,113.0,40.0,80.0,16,237.0,56,0,240,0.0
2476,0e16acfc,0,5,12,1.0,1.0,1.0,1,5.0,12,12,5,0.0
2483,0e204784,0,83,78,53.0,10.0,39.0,9,20.0,78,14,83,0.0
2486,0e23b2a3,0,34,22,14.0,7.0,8.0,5,34.0,22,5,34,0.0
2499,0e362b6b,0,46,25,15.0,5.0,7.0,4,46.0,25,5,46,0.0
2539,0e836438,0,23,9,12.0,2.0,5.0,1,23.0,9,9,23,0.0
2547,0e99af24,0,101,16,59.0,14.0,28.0,7,101.0,16,14,101,0.0
2549,0e9c7a1f,0,12,15,0.0,0.0,0.0,3,12.0,15,14,12,0.0
2551,0e9e5344,0,69,12,37.0,8.0,22.0,9,69.0,12,5,69,1.0
2552,0e9effd8,0,44,132,21.0,3.0,12.0,5,0.0,132,130,44,1.0
2555,0ea23546,1,3,15,2.0,2.0,2.0,1,44.0,15,15,44,0.0
2561,0ea76c79,0,18,6,12.0,1.0,9.0,1,18.0,6,6,18,0.0
2567,0eafc1be,0,77,14,63.0,5.0,27.0,3,77.0,14,8,77,0.0
2571,0eb715ae,0,54,83,15.0,3.0,10.0,5,12.0,83,13,54,1.0
2572,0eb8bf49,0,11,21,6.0,1.0,3.0,1,11.0,21,21,11,0.0
2597,0edb27ef,0,33,44,20.0,3.0,9.0,2,18.0,44,29,33,0.0
2602,0edf4c51,0,111,17,87.0,20.0,52.0,7,111.0,17,2,111,0.0
2635,0f018135,0,15,6,8.0,3.0,7.0,2,15.0,6,3,15,0.0
2642,0f16c676,0,13,46,1.0,1.0,1.0,2,0.0,46,46,13,1.0
2659,0f2d97d4,0,87,16,44.0,9.0,30.0,10,87.0,16,4,87,0.0
2660,0f2e59a4,0,4,22,0.0,0.0,0.0,1,4.0,22,22,4,0.0
2665,0f337b7b,0,106,33,72.0,14.0,61.0,10,102.0,33,0,106,0.0
2673,0f400871,0,14,15,8.0,1.0,3.0,1,14.0,15,15,14,0.0
