,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
1373,07cdc12c,1,250,136,100.0,9.0,50.0,134,1,276,1.0
1384,07e10e17,0,97,23,40.0,12.0,21.0,23,1,97,0.0
1416,07fef028,0,158,47,104.0,12.0,38.0,47,0,158,0.0
1436,0812bda0,1,209,91,121.0,28.0,73.0,90,82,227,1.0
1439,08176776,0,51,103,20.0,7.0,13.0,103,10,51,1.0
1457,08343c0e,2,20,149,16.0,5.0,15.0,2,2,75,1.0
1470,084482af,0,53,24,20.0,9.0,14.0,24,2,53,1.0
1480,084f35c4,0,4,6,1.0,1.0,1.0,6,6,4,0.0
1507,087fc8a5,0,115,4,98.0,13.0,45.0,4,3,115,0.0
1518,088afb7b,0,43,100,23.0,9.0,13.0,100,4,43,0.0
1553,08ba841b,0,5,13,1.0,1.0,1.0,13,13,5,0.0
1554,08ba97a8,0,26,3,17.0,2.0,13.0,3,3,26,0.0
1640,09412658,0,8,0,1.0,1.0,1.0,0,0,8,1.0
1655,095c2666,0,27,3,8.0,5.0,5.0,3,3,27,0.0
1661,0962d3f9,0,41,9,7.0,5.0,6.0,9,9,41,0.0
1665,096934ec,0,58,4,39.0,6.0,20.0,4,2,58,0.0
1701,09a458c9,0,14,4,3.0,3.0,3.0,4,4,14,0.0
1704,09a78ec5,0,16,11,4.0,2.0,2.0,11,9,16,1.0
1708,09adf503,0,149,16,99.0,13.0,50.0,16,2,149,1.0
1719,09c4c6e5,0,31,7,19.0,2.0,8.0,7,6,31,0.0
1724,09d0e523,0,236,29,149.0,20.0,70.0,29,1,236,1.0
1744,09eb0cc0,1,38,121,6.0,4.0,6.0,8,1,134,0.0
1747,09eb8d77,2,46,7,16.0,4.0,8.0,5,4,77,1.0
1755,09f6ec08,0,4,1,1.0,1.0,1.0,1,1,4,0.0
1768,0a0647bc,0,117,35,49.0,2.0,20.0,35,1,117,0.0
1790,0a28dd5e,1,277,99,190.0,16.0,76.0,85,2,285,0.0
1825,0a3f6017,0,128,20,37.0,9.0,18.0,20,9,128,0.0
1902,0aacf315,1,8,47,0.0,0.0,0.0,28,22,65,1.0
1958,0ae8b154,0,3,3,1.0,1.0,1.0,3,3,3,1.0
1967,0af42006,0,155,64,117.0,22.0,67.0,64,2,155,1.0
1969,0af44b4e,1,248,136,92.0,22.0,49.0,123,1,322,0.0
1971,0af76a43,0,3,2,0.0,0.0,0.0,2,2,3,0.0
1980,0b0577c3,0,7,16,1.0,1.0,1.0,16,16,7,0.0
1994,0b22d4ea,0,5,2,1.0,1.0,1.0,2,2,5,0.0
2019,0b482f87,0,30,9,22.0,2.0,12.0,9,9,30,0.0
2046,0b6aefdc,1,24,26,1.0,1.0,1.0,10,0,403,0.0
2052,0b71bc3d,0,13,9,4.0,2.0,3.0,9,9,13,0.0
2054,0b776a73,0,4,14,1.0,1.0,1.0,14,14,4,0.0
2059,0b800e76,0,54,0,34.0,4.0,14.0,0,0,54,0.0
2066,0b8944d9,0,12,15,4.0,2.0,3.0,15,0,12,0.0
2132,0be3f5e5,2,136,86,48.0,19.0,37.0,60,49,460,1.0
2151,0bfdedd7,1,8,33,1.0,1.0,1.0,5,2,131,0.0
2154,0c00db19,0,15,0,4.0,1.0,2.0,0,0,15,1.0
2193,0c3fb871,4,11,12,1.0,1.0,1.0,9,6,30,0.0
2231,0c962c1c,0,12,28,2.0,2.0,2.0,28,12,12,1.0
2279,0ceb448c,0,4,2,1.0,1.0,1.0,2,2,4,0.0
2311,0d17ed80,0,31,0,10.0,2.0,4.0,0,0,31,0.0
2314,0d1af2db,0,21,0,17.0,5.0,15.0,0,0,21,1.0
2319,0d24d6ad,0,15,7,10.0,2.0,8.0,7,7,15,0.0
2323,0d2c649f,0,35,9,3.0,2.0,2.0,9,9,35,0.0
2330,0d373bf6,0,22,8,12.0,3.0,5.0,8,0,22,0.0
2332,0d3a72eb,0,29,0,7.0,4.0,5.0,0,0,29,0.0
2351,0d4d220e,0,20,7,14.0,1.0,7.0,7,7,20,0.0
2373,0d68d38e,3,13,48,7.0,5.0,6.0,1,1,119,1.0
2376,0d6f5cd2,0,47,10,33.0,7.0,17.0,10,7,47,1.0
2384,0d79ae9e,0,8,1,5.0,1.0,2.0,1,1,8,1.0
2411,0da5ecfc,2,292,40,186.0,21.0,60.0,28,0,501,1.0
2437,0dc7138f,0,128,1,82.0,22.0,43.0,1,0,128,1.0
2458,0dfb1369,0,673,82,581.0,17.0,183.0,82,3,673,0.0
2471,0e0b4547,0,21,9,6.0,1.0,3.0,9,9,21,0.0
2485,0e23b2a3,0,34,22,14.0,7.0,8.0,22,5,34,0.0
2499,0e37ca14,0,30,9,11.0,3.0,4.0,9,9,30,0.0
2550,0e9e5344,0,69,12,37.0,8.0,22.0,12,5,69,1.0
2551,0e9effd8,0,44,132,21.0,3.0,12.0,132,130,44,1.0
2570,0eb715ae,0,54,83,15.0,3.0,10.0,83,13,54,1.0
2583,0ec7c2da,0,14,4,4.0,3.0,4.0,4,4,14,0.0
2641,0f16c676,0,13,46,1.0,1.0,1.0,46,46,13,1.0
2645,0f1f1f7b,0,11,2,4.0,3.0,3.0,2,2,11,0.0
2685,0f4ef484,0,49,0,30.0,12.0,24.0,0,0,49,0.0
2732,0f83b95f,0,13,6,8.0,2.0,6.0,6,6,13,0.0
2771,0fc6c79d,0,3,2,0.0,0.0,0.0,2,2,3,0.0
2785,0fe8e51e,0,34,30,2.0,2.0,2.0,30,11,34,1.0
2792,0ff026f5,0,9,76,3.0,3.0,3.0,76,72,9,1.0
2859,10460860,0,4,9,1.0,1.0,1.0,9,9,4,0.0
2890,1071cce6,0,42,0,30.0,3.0,22.0,0,0,42,0.0
2912,10871bbb,4,54,52,35.0,8.0,23.0,8,3,1295,0.0
3021,10ff5b8b,0,9,13,3.0,1.0,3.0,13,13,9,1.0
3032,110908b6,0,15,13,6.0,2.0,6.0,13,13,15,0.0
3074,114353ec,0,10,14,3.0,2.0,2.0,14,14,10,0.0
3090,115ccf5d,0,39,1,20.0,5.0,14.0,1,1,39,0.0
3096,11706c6b,0,5,0,1.0,1.0,1.0,0,0,5,0.0
3136,11b247a4,0,125,14,64.0,8.0,20.0,14,10,125,1.0
3158,11cce64d,0,7,5,1.0,1.0,1.0,5,5,7,0.0
3190,11e8a164,0,39,52,11.0,3.0,6.0,52,1,39,1.0
3194,11ebd529,0,52,36,32.0,9.0,17.0,36,2,52,1.0
3205,120c29d3,0,9,0,3.0,1.0,3.0,0,0,9,1.0
3231,123e6920,2,1,90,0.0,0.0,0.0,2,2,152,1.0
3233,123fde23,1,42,142,16.0,8.0,11.0,140,21,105,1.0
3266,1264572d,0,4,9,1.0,1.0,1.0,9,9,4,0.0
3267,126502e5,0,204,58,178.0,19.0,91.0,58,10,204,0.0
3278,1279bda8,0,50,107,27.0,7.0,20.0,107,42,50,1.0
3320,12b16a4c,0,60,26,24.0,11.0,19.0,26,0,60,0.0
3327,12c99e0c,0,6,10,2.0,1.0,2.0,10,10,6,1.0
3337,12d1ca8e,0,6,12,2.0,1.0,1.0,12,12,6,0.0
3340,12d4cac0,0,20,13,16.0,4.0,10.0,13,13,20,0.0
3344,12db1140,0,2,94,0.0,0.0,0.0,94,94,2,1.0
3352,12e7a320,0,33,140,9.0,2.0,8.0,140,0,33,1.0
3362,12f9ba02,1,12,11,5.0,3.0,5.0,7,7,32,0.0
3379,1316a3d4,0,32,144,3.0,1.0,2.0,144,1,32,0.0
3397,132bda83,0,24,13,11.0,2.0,8.0,13,13,24,1.0
3401,1339cd9c,0,34,31,16.0,6.0,12.0,31,0,34,0.0
3407,133f4086,0,26,44,7.0,3.0,5.0,44,34,26,1.0
3421,134eb081,0,25,30,8.0,2.0,3.0,30,13,25,0.0
3439,1375eece,0,30,2,10.0,3.0,7.0,2,2,30,0.0
3440,13779958,0,8,1,1.0,1.0,1.0,1,1,8,0.0
3450,13807d38,0,46,57,20.0,6.0,12.0,57,8,46,0.0
3484,13add7fa,0,180,37,111.0,11.0,55.0,37,2,180,0.0
3488,13b1a37a,0,53,18,19.0,9.0,17.0,18,14,53,0.0
3495,13bcd577,0,42,71,25.0,8.0,15.0,71,7,42,0.0
3539,13e9e8c5,0,11,8,7.0,2.0,5.0,8,8,11,0.0
3557,140376d0,0,26,15,18.0,3.0,10.0,15,14,26,1.0
3611,144625e3,0,3,0,0.0,0.0,0.0,0,0,3,0.0
3663,14a041b1,0,21,18,4.0,3.0,3.0,18,5,21,1.0
3684,14b26f9d,0,38,115,25.0,2.0,16.0,115,115,38,1.0
3689,14b7f0ba,0,34,97,16.0,4.0,9.0,97,2,34,0.0
3692,14ba67bf,2,16,21,1.0,1.0,1.0,15,6,45,1.0
3727,14fb3669,0,22,1,11.0,4.0,9.0,1,1,22,1.0
3728,14fd0b3c,0,74,23,21.0,8.0,13.0,23,10,74,0.0
3730,15018eb5,0,13,15,8.0,2.0,5.0,15,15,13,0.0
3751,151626ea,0,154,24,124.0,8.0,46.0,24,2,154,0.0
3752,1517be31,0,19,3,14.0,4.0,9.0,3,3,19,1.0
3759,1527d159,0,51,29,19.0,6.0,14.0,29,14,51,0.0
3798,155b32a9,0,22,16,4.0,2.0,4.0,16,15,22,0.0
3810,1566cc6e,0,13,8,6.0,3.0,3.0,8,8,13,0.0
3896,15c99b91,0,46,7,17.0,6.0,10.0,7,3,46,1.0
3901,15d35ec5,0,12,2,7.0,4.0,4.0,2,2,12,1.0
3903,15d7a3bf,0,3,3,0.0,0.0,0.0,3,3,3,0.0
3907,15de4f10,0,22,95,6.0,1.0,5.0,95,95,22,1.0
3911,15e75325,1,2,14,0.0,0.0,0.0,14,13,209,0.0
3941,1600863a,0,43,33,15.0,9.0,12.0,33,14,43,0.0
3962,161e6408,0,272,122,117.0,23.0,61.0,122,0,272,0.0
3971,16319654,0,30,9,15.0,6.0,10.0,9,9,31,1.0
3994,164fa3da,5,135,91,10.0,7.0,8.0,70,23,201,1.0
4037,168871d5,1,40,42,15.0,4.0,12.0,21,14,124,1.0
4066,16ac1e3e,0,9,12,3.0,2.0,2.0,12,9,9,0.0
4067,16aec70b,0,4,12,1.0,1.0,1.0,12,12,4,0.0
4072,16b182d7,0,126,13,47.0,6.0,15.0,13,10,126,0.0
4081,16bcc57d,0,72,39,46.0,9.0,32.0,39,6,72,0.0
4111,16ddbb24,0,9,2,3.0,1.0,2.0,2,2,9,0.0
4154,171cd331,4,25,96,1.0,1.0,1.0,57,8,141,0.0
4157,171e75cb,1,340,88,274.0,21.0,95.0,37,0,1212,1.0
4161,1721d25f,0,6,16,2.0,1.0,1.0,16,16,6,0.0
4196,175557bb,0,81,31,0.0,0.0,0.0,31,15,81,0.0
4206,175db121,0,12,29,8.0,2.0,5.0,29,17,12,1.0
4216,176ccd75,0,29,23,13.0,1.0,6.0,23,3,29,0.0
4224,177bc00b,0,101,25,69.0,17.0,38.0,25,6,101,1.0
4226,177f1298,0,277,82,83.0,21.0,43.0,82,2,277,1.0
4227,177f55c0,0,6,45,2.0,1.0,1.0,45,45,6,0.0
4240,179ae39f,1,6,10,3.0,1.0,3.0,10,10,68,1.0
4281,17d95227,0,15,8,11.0,2.0,10.0,8,8,15,0.0
4298,17edee30,0,13,1,7.0,1.0,6.0,1,1,13,0.0
4305,17fb49f4,0,7,8,2.0,1.0,1.0,8,8,7,0.0
4308,17fcdc67,0,4,2,1.0,1.0,1.0,2,2,4,0.0
4330,1815738a,1,9,15,0.0,0.0,0.0,13,1,78,0.0
4337,181cfff7,0,20,2,5.0,2.0,5.0,2,1,20,1.0
4351,1836c63e,0,4,31,0.0,0.0,0.0,31,31,4,1.0
4384,18682e7e,0,27,27,14.0,1.0,9.0,27,13,27,0.0
4401,1885465c,0,3,12,0.0,0.0,0.0,12,12,3,0.0
4412,189c451b,0,77,50,44.0,15.0,31.0,50,13,77,1.0
4468,18e77b0a,0,100,6,68.0,8.0,27.0,6,0,100,1.0
4492,18f39a0c,0,251,42,218.0,32.0,88.0,42,2,251,1.0
4495,18fa491c,0,231,125,120.0,14.0,49.0,125,0,231,0.0
4503,19065c8c,0,20,14,14.0,2.0,8.0,14,4,20,0.0
4513,190f9a00,0,4,1,1.0,1.0,1.0,1,1,4,0.0
4534,192fff17,0,9,0,2.0,1.0,2.0,0,0,9,0.0
4536,19340fc3,0,16,4,9.0,1.0,5.0,4,3,16,0.0
4568,196292f4,0,10,7,0.0,0.0,0.0,7,7,10,1.0
4594,197a619e,0,8,68,1.0,1.0,1.0,68,20,8,1.0
4618,19993325,0,26,52,7.0,6.0,6.0,52,12,26,0.0
4621,199cf3c4,2,25,9,7.0,4.0,6.0,5,2,168,1.0
4660,19e2dc15,0,42,57,13.0,10.0,10.0,57,4,42,0.0
4666,19ed4344,0,199,17,81.0,9.0,36.0,17,0,200,1.0
4669,19f17086,0,20,1,9.0,2.0,7.0,1,1,20,1.0
4702,1a2e3e29,1,23,14,2.0,1.0,2.0,7,3,39,0.0
4708,1a3b199e,0,4,8,1.0,1.0,1.0,8,8,4,0.0
4715,1a40f30a,0,22,82,3.0,3.0,3.0,82,5,22,0.0
4722,1a4c9f43,0,176,47,155.0,13.0,47.0,47,20,176,0.0
4753,1a816413,0,29,21,6.0,3.0,5.0,21,5,29,0.0
4818,1abff5d5,10,70,96,25.0,5.0,18.0,12,4,532,0.0
4832,1adba253,0,37,20,13.0,5.0,12.0,20,18,37,1.0
4850,1af68b74,0,26,123,9.0,5.0,9.0,123,122,26,1.0
4868,1b17b334,0,3,103,1.0,1.0,1.0,103,103,3,1.0
4928,1b59ca78,0,240,115,193.0,22.0,103.0,115,0,240,1.0
4933,1b5e5be7,0,28,49,8.0,5.0,6.0,49,15,28,0.0
4946,1b743501,0,28,23,7.0,6.0,6.0,23,9,28,1.0
4948,1b774acf,0,3,26,0.0,0.0,0.0,26,26,3,0.0
4991,1bc7f14b,0,35,6,11.0,3.0,9.0,6,0,35,1.0
5006,1bd6991e,0,30,41,6.0,5.0,5.0,41,27,30,1.0
5011,1be6a8c9,0,28,57,3.0,3.0,3.0,57,54,28,1.0
5017,1bef1cb6,0,13,0,8.0,1.0,4.0,0,0,13,0.0
5029,1bf887bc,0,23,57,11.0,5.0,6.0,57,0,23,1.0
5038,1c09b299,0,71,10,30.0,4.0,10.0,10,10,71,0.0
5070,1c3a4e83,0,115,20,46.0,15.0,20.0,20,1,115,1.0
5091,1c646973,0,73,120,38.0,13.0,26.0,120,2,73,0.0
5095,1c6dd51b,0,174,9,125.0,11.0,37.0,9,0,174,1.0
5116,1c8c689c,0,107,2,83.0,23.0,45.0,2,0,107,1.0
5153,1cd3c631,0,42,1,36.0,9.0,27.0,1,1,42,0.0
5174,1ceab51e,0,36,11,22.0,3.0,9.0,11,11,36,0.0
5186,1cfa87f1,1,6,79,0.0,0.0,0.0,79,78,20,1.0
5188,1d038920,0,129,31,69.0,5.0,29.0,31,1,129,0.0
5202,1d1d6619,0,5,16,1.0,1.0,1.0,16,16,5,0.0
5231,1d49ffec,0,18,51,4.0,3.0,4.0,51,10,18,0.0
5268,1d94a485,0,31,9,5.0,2.0,4.0,9,9,31,0.0
5272,1d9eb251,0,43,11,8.0,6.0,6.0,11,6,43,1.0
5278,1daab2a9,0,48,49,33.0,5.0,19.0,49,3,48,1.0
5288,1db618e0,0,41,4,10.0,4.0,6.0,4,1,41,0.0
5322,1dec914f,0,88,35,76.0,13.0,42.0,35,27,89,1.0
5331,1dfc95a9,0,34,64,8.0,5.0,7.0,64,27,34,0.0
5341,1e0d9fa0,0,68,14,38.0,15.0,23.0,14,2,68,1.0
5347,1e1531f9,0,13,4,2.0,1.0,1.0,4,4,13,0.0
5376,1e32ded5,2,0,79,0.0,0.0,0.0,79,79,13,1.0
5397,1e572bd8,0,35,19,11.0,7.0,11.0,19,15,35,0.0
5399,1e60feea,0,12,1,6.0,1.0,3.0,1,1,12,0.0
5436,1e83d76c,0,57,35,13.0,4.0,9.0,35,7,57,0.0
5443,1e8ea4d5,0,56,13,51.0,22.0,37.0,13,13,56,0.0
5459,1eab3f70,0,22,29,11.0,4.0,8.0,29,29,22,1.0
5464,1eb5524f,0,7,10,1.0,1.0,1.0,10,10,7,0.0
5479,1ec1dddf,0,56,7,20.0,6.0,14.0,7,3,56,0.0
5499,1ee88eac,0,20,24,7.0,3.0,7.0,24,23,20,1.0
5517,1f0f306a,0,16,4,2.0,1.0,1.0,4,4,16,0.0
5534,1f2e9790,0,15,16,10.0,1.0,7.0,16,16,15,0.0
5554,1f4f30bb,0,11,2,5.0,1.0,3.0,2,2,11,0.0
5571,1f62dcbc,0,55,73,27.0,5.0,20.0,73,1,55,1.0
5589,1f7f4cf4,0,103,6,80.0,19.0,52.0,6,0,103,1.0
5603,1f9a2678,0,42,28,19.0,5.0,13.0,28,8,42,0.0
5632,1fd5c0ed,0,20,56,6.0,5.0,5.0,56,14,20,1.0
5699,203297ab,0,4,145,1.0,1.0,1.0,145,145,4,1.0
5726,204c6569,0,28,5,19.0,13.0,14.0,5,5,28,0.0
5730,204f8126,0,26,5,9.0,4.0,7.0,5,5,26,0.0
5744,205d9c1a,2,36,27,12.0,2.0,3.0,23,14,65,1.0
5747,2062d6ab,0,1,10,0.0,0.0,0.0,10,10,1,0.0
5753,20687938,0,9,5,2.0,1.0,1.0,5,5,9,0.0
5761,20780e7c,0,28,7,3.0,1.0,2.0,7,2,28,0.0
5766,2083e4be,0,330,86,270.0,56.0,183.0,86,13,330,0.0
5770,2087c9c2,0,13,3,2.0,1.0,2.0,3,3,13,0.0
5782,20950506,0,216,19,107.0,33.0,67.0,19,0,216,1.0
5786,209d0d12,0,77,16,31.0,5.0,21.0,16,1,77,0.0
5805,20c12f28,0,12,8,7.0,1.0,6.0,8,8,12,0.0
5809,20c9c78f,0,4,10,1.0,1.0,1.0,10,10,4,0.0
5825,20dadf21,0,2,1,1.0,1.0,1.0,1,1,2,1.0
5845,20f602c7,0,29,1,22.0,8.0,17.0,1,0,29,1.0
5851,20fe380b,0,4,5,1.0,1.0,1.0,5,5,4,0.0
5862,210fd6d9,0,4,51,0.0,0.0,0.0,51,51,4,1.0
5865,21130ceb,0,46,27,29.0,5.0,18.0,27,24,46,1.0
5884,212ae1ad,0,20,14,6.0,3.0,4.0,14,14,20,0.0
5894,2136c1f9,0,289,12,94.0,7.0,32.0,12,0,289,0.0
5916,214c95b5,0,6,22,2.0,1.0,1.0,22,16,6,1.0
5962,219c38f3,0,63,5,34.0,2.0,15.0,5,4,63,0.0
5986,21bdc6c1,0,15,1,6.0,2.0,6.0,1,1,15,0.0
5987,21c16a4f,0,63,38,23.0,12.0,17.0,38,15,63,0.0
6016,21f5eeda,0,13,1,4.0,2.0,3.0,1,0,13,1.0
6017,21f67ee5,0,3,47,1.0,1.0,1.0,47,47,3,1.0
6034,221580d7,0,6,7,1.0,1.0,1.0,7,7,6,0.0
6082,2260ca72,0,6,1,2.0,2.0,2.0,1,1,6,1.0
6099,2280ebc0,0,153,25,73.0,21.0,37.0,25,1,153,1.0
6101,22831d56,0,10,5,3.0,1.0,2.0,5,5,11,1.0
6136,22b0bd67,1,2,20,0.0,0.0,0.0,20,20,45,1.0
6140,22b9085f,0,341,11,197.0,29.0,82.0,11,6,341,1.0
6155,22cfc3f5,0,127,133,72.0,12.0,37.0,133,4,127,1.0
6161,22d6d089,0,38,1,21.0,4.0,12.0,1,1,38,0.0
6164,22dc1641,0,30,3,24.0,2.0,13.0,3,3,30,0.0
6170,22e7295f,0,25,8,13.0,4.0,8.0,8,8,25,0.0
6181,22f7466d,0,10,3,1.0,1.0,1.0,3,3,10,1.0
6182,22faa932,0,10,11,2.0,2.0,2.0,11,11,10,0.0
6189,230a2666,0,75,14,37.0,12.0,32.0,14,2,75,0.0
6193,230f09a6,0,177,9,125.0,4.0,25.0,9,0,177,1.0
6230,234a8e4d,0,175,24,81.0,14.0,21.0,24,1,175,1.0
6231,234b346a,0,7,7,2.0,1.0,1.0,7,7,7,0.0
6234,234fcbbd,0,45,15,18.0,8.0,11.0,15,10,45,0.0
6290,2396649f,0,9,10,3.0,1.0,2.0,10,10,9,0.0
6310,23ab4a45,0,18,1,4.0,3.0,3.0,1,1,19,0.0
6344,23e37757,1,2,10,0.0,0.0,0.0,2,2,10,0.0
6372,24120769,0,6,7,2.0,2.0,2.0,7,7,6,1.0
6385,2423fd5c,0,20,12,8.0,1.0,5.0,12,3,20,0.0
6411,24458407,0,41,21,14.0,5.0,11.0,21,9,41,0.0
6430,2456f397,0,94,8,24.0,14.0,18.0,8,4,94,0.0
6453,246cb677,0,11,9,2.0,2.0,2.0,9,9,11,0.0
6475,2486de05,1,98,44,50.0,4.0,18.0,27,3,136,1.0
6482,24919688,0,15,21,8.0,3.0,5.0,21,21,15,0.0
6495,24aaa37f,0,3,22,1.0,1.0,1.0,22,22,3,1.0
6501,24b515a9,0,22,27,9.0,6.0,6.0,27,26,22,1.0
6520,24cd912d,0,28,0,13.0,10.0,10.0,0,0,28,1.0
6553,2501a39b,0,29,0,26.0,3.0,16.0,0,0,29,1.0
6563,25114c99,2,1,21,0.0,0.0,0.0,7,7,37,0.0
6626,2571613c,0,10,15,5.0,2.0,4.0,15,15,10,0.0
6627,257452e7,0,89,97,71.0,7.0,37.0,97,2,89,0.0
6628,2576d981,0,56,73,25.0,18.0,21.0,73,65,56,1.0
6650,259d8b4f,0,9,0,5.0,1.0,3.0,0,0,9,0.0
6656,25ad3d09,0,31,3,14.0,2.0,9.0,3,0,31,0.0
6685,25cb8185,1,2,59,1.0,1.0,1.0,1,1,148,1.0
6701,25e4a370,0,3,0,1.0,1.0,1.0,0,0,3,1.0
6712,25efeea1,1,13,16,2.0,1.0,2.0,16,16,19,0.0
6751,26232807,0,28,137,9.0,5.0,7.0,137,5,28,1.0
6768,2631cf96,0,15,14,6.0,3.0,4.0,14,14,15,0.0
6821,266db853,0,49,8,8.0,3.0,6.0,8,5,49,0.0
6852,26a30a4a,1,6,3,1.0,1.0,1.0,1,1,52,1.0
6862,26ab51db,0,70,16,32.0,4.0,12.0,16,2,70,0.0
6864,26aefcc8,0,24,22,6.0,3.0,4.0,22,13,24,0.0
