,person,#Camino,#pasos_antes_comprar,primera_actividad,modelos_vistos,modelos_distintos,sku_distintos,primera_actividad_ultimo_paso,ultima_actividad,# Actividades,label
1708,09adf503,0,149,16,99.0,13.0,50.0,16,2,149,1.0
1724,09d0e523,0,236,29,149.0,20.0,70.0,29,1,236,1.0
1747,09eb8d77,2,46,7,16.0,4.0,8.0,5,4,77,1.0
1902,0aacf315,1,8,47,0.0,0.0,0.0,28,22,65,1.0
1958,0ae8b154,0,3,3,1.0,1.0,1.0,3,3,3,1.0
1967,0af42006,0,155,64,117.0,22.0,67.0,64,2,155,1.0
2132,0be3f5e5,2,136,86,48.0,19.0,37.0,60,49,460,1.0
2154,0c00db19,0,15,0,4.0,1.0,2.0,0,0,15,1.0
2231,0c962c1c,0,12,28,2.0,2.0,2.0,28,12,12,1.0
2314,0d1af2db,0,21,0,17.0,5.0,15.0,0,0,21,1.0
2373,0d68d38e,3,13,48,7.0,5.0,6.0,1,1,119,1.0
2376,0d6f5cd2,0,47,10,33.0,7.0,17.0,10,7,47,1.0
2384,0d79ae9e,0,8,1,5.0,1.0,2.0,1,1,8,1.0
2411,0da5ecfc,2,292,40,186.0,21.0,60.0,28,0,501,1.0
2437,0dc7138f,0,128,1,82.0,22.0,43.0,1,0,128,1.0
2550,0e9e5344,0,69,12,37.0,8.0,22.0,12,5,69,1.0
2551,0e9effd8,0,44,132,21.0,3.0,12.0,132,130,44,1.0
2570,0eb715ae,0,54,83,15.0,3.0,10.0,83,13,54,1.0
2641,0f16c676,0,13,46,1.0,1.0,1.0,46,46,13,1.0
2785,0fe8e51e,0,34,30,2.0,2.0,2.0,30,11,34,1.0
2792,0ff026f5,0,9,76,3.0,3.0,3.0,76,72,9,1.0
3021,10ff5b8b,0,9,13,3.0,1.0,3.0,13,13,9,1.0
3136,11b247a4,0,125,14,64.0,8.0,20.0,14,10,125,1.0
3190,11e8a164,0,39,52,11.0,3.0,6.0,52,1,39,1.0
3194,11ebd529,0,52,36,32.0,9.0,17.0,36,2,52,1.0
3205,120c29d3,0,9,0,3.0,1.0,3.0,0,0,9,1.0
3231,123e6920,2,1,90,0.0,0.0,0.0,2,2,152,1.0
3233,123fde23,1,42,142,16.0,8.0,11.0,140,21,105,1.0
3278,1279bda8,0,50,107,27.0,7.0,20.0,107,42,50,1.0
3327,12c99e0c,0,6,10,2.0,1.0,2.0,10,10,6,1.0
3344,12db1140,0,2,94,0.0,0.0,0.0,94,94,2,1.0
3352,12e7a320,0,33,140,9.0,2.0,8.0,140,0,33,1.0
3397,132bda83,0,24,13,11.0,2.0,8.0,13,13,24,1.0
3407,133f4086,0,26,44,7.0,3.0,5.0,44,34,26,1.0
3430,1360d072,0,7,0,1.0,1.0,1.0,0,0,7,0.0
3441,1379b920,0,80,12,47.0,5.0,23.0,12,0,80,0.0
3465,1394e69c,0,13,0,9.0,3.0,6.0,0,0,13,0.0
3468,1396ab7e,2,15,21,3.0,1.0,3.0,1,0,123,0.0
3478,13a77802,1,93,6,3.0,3.0,3.0,4,0,134,0.0
3535,13e3f812,0,134,9,86.0,8.0,33.0,9,0,134,0.0
3557,140376d0,0,26,15,18.0,3.0,10.0,15,14,26,1.0
3560,140a8d26,0,140,6,124.0,42.0,80.0,6,0,140,0.0
3567,14133336,1,1,2,0.0,0.0,0.0,0,0,453,0.0
3596,14372bb7,0,34,2,17.0,3.0,9.0,2,0,34,0.0
3611,144625e3,0,3,0,0.0,0.0,0.0,0,0,3,0.0
3618,1455cb57,1,65,125,20.0,2.0,13.0,72,0,163,0.0
3623,1459f687,0,38,3,19.0,5.0,11.0,3,0,38,0.0
3631,14603996,0,728,28,488.0,62.0,209.0,28,0,728,0.0
3663,14a041b1,0,21,18,4.0,3.0,3.0,18,5,21,1.0
3673,14ab2d88,0,105,31,40.0,11.0,18.0,31,0,105,0.0
3674,14abd6f7,0,5,0,2.0,1.0,1.0,0,0,5,0.0
3684,14b26f9d,0,38,115,25.0,2.0,16.0,115,115,38,1.0
3692,14ba67bf,2,16,21,1.0,1.0,1.0,15,6,45,1.0
3693,14bb45b2,0,65,2,26.0,2.0,11.0,2,0,65,0.0
3713,14e19427,0,33,0,12.0,5.0,8.0,0,0,33,0.0
3721,14ecd212,1,49,28,33.0,4.0,21.0,1,0,957,0.0
3727,14fb3669,0,22,1,11.0,4.0,9.0,1,1,22,1.0
3735,15038b7c,0,105,44,28.0,11.0,20.0,44,0,105,0.0
3752,1517be31,0,19,3,14.0,4.0,9.0,3,3,19,1.0
3769,15314cda,0,49,74,17.0,8.0,14.0,74,0,49,0.0
3811,15696a58,0,22,3,10.0,2.0,4.0,3,0,22,0.0
3814,1569fade,0,13,0,5.0,1.0,1.0,0,0,13,0.0
3849,159798c0,0,11,0,6.0,2.0,4.0,0,0,11,0.0
3866,15a70aeb,0,22,0,13.0,2.0,10.0,0,0,22,0.0
3871,15a99085,1,19,11,6.0,3.0,3.0,5,0,32,0.0
3876,15b095ec,1,236,130,129.0,17.0,59.0,8,0,342,0.0
3890,15be2d88,2,108,17,23.0,6.0,21.0,16,0,125,0.0
3896,15c99b91,0,46,7,17.0,6.0,10.0,7,3,46,1.0
3901,15d35ec5,0,12,2,7.0,4.0,4.0,2,2,12,1.0
3907,15de4f10,0,22,95,6.0,1.0,5.0,95,95,22,1.0
3956,1614cd7a,0,96,6,72.0,8.0,32.0,6,0,96,0.0
3962,161e6408,0,272,122,117.0,23.0,61.0,122,0,272,0.0
3971,16319654,0,30,9,15.0,6.0,10.0,9,9,31,1.0
3994,164fa3da,5,135,91,10.0,7.0,8.0,70,23,201,1.0
4037,168871d5,1,40,42,15.0,4.0,12.0,21,14,124,1.0
4059,16a68821,1,2,30,0.0,0.0,0.0,0,0,55,0.0
4084,16beef56,0,17,3,9.0,1.0,5.0,3,0,17,0.0
4114,16e8b186,0,39,70,14.0,8.0,8.0,70,0,39,0.0
4117,16ef414a,0,10,0,4.0,1.0,2.0,0,0,10,0.0
4122,16f28923,0,173,5,167.0,17.0,108.0,5,0,173,0.0
4135,16ff2843,0,116,13,69.0,5.0,28.0,13,0,116,0.0
4138,17018b21,0,33,1,24.0,8.0,15.0,1,0,33,0.0
4141,17071ac1,0,22,48,11.0,4.0,10.0,48,0,22,0.0
4157,171e75cb,1,340,88,274.0,21.0,95.0,37,0,1212,1.0
4179,1743b781,0,13,2,6.0,2.0,3.0,2,0,13,0.0
4180,1744d596,0,34,1,11.0,8.0,10.0,1,0,34,0.0
4204,175d5b0c,3,0,81,0.0,0.0,0.0,0,0,124,0.0
4206,175db121,0,12,29,8.0,2.0,5.0,29,17,12,1.0
4219,1771e390,1,3,15,0.0,0.0,0.0,5,0,156,0.0
4224,177bc00b,0,101,25,69.0,17.0,38.0,25,6,101,1.0
4226,177f1298,0,277,82,83.0,21.0,43.0,82,2,277,1.0
4228,177f5ace,0,192,11,138.0,25.0,58.0,11,0,192,0.0
4240,179ae39f,1,6,10,3.0,1.0,3.0,10,10,68,1.0
4241,179e5106,0,44,126,20.0,12.0,16.0,126,0,44,0.0
4275,17d26511,0,41,0,11.0,6.0,8.0,0,0,41,0.0
4300,17ef5877,0,20,136,2.0,2.0,2.0,136,0,20,0.0
4315,1805a37c,0,37,6,27.0,7.0,19.0,6,0,37,0.0
4317,1809afb2,0,5,0,2.0,1.0,1.0,0,0,5,0.0
4326,180f0764,0,8,0,2.0,1.0,1.0,0,0,8,0.0
4337,181cfff7,0,20,2,5.0,2.0,5.0,2,1,20,1.0
4346,182d39ed,0,30,2,12.0,4.0,6.0,2,0,31,0.0
4350,18351296,0,100,26,68.0,14.0,42.0,26,0,100,0.0
4351,1836c63e,0,4,31,0.0,0.0,0.0,31,31,4,1.0
4358,18489dd5,0,1567,32,1052.0,40.0,282.0,32,0,1567,0.0
4377,185cc1ea,0,15,18,2.0,1.0,1.0,18,0,15,0.0
4404,188aa475,0,108,28,61.0,12.0,39.0,28,0,109,0.0
4412,189c451b,0,77,50,44.0,15.0,31.0,50,13,77,1.0
4416,18a1de79,0,139,5,108.0,11.0,43.0,5,0,139,0.0
4429,18aa0e54,0,28,4,15.0,1.0,11.0,4,0,28,0.0
4435,18afeaf8,0,147,116,35.0,5.0,18.0,116,0,147,0.0
4443,18b92214,1,22,4,18.0,3.0,16.0,0,0,60,0.0
4455,18c6d6fe,0,16,2,5.0,2.0,4.0,2,0,16,0.0
4468,18e77b0a,0,100,6,68.0,8.0,27.0,6,0,100,1.0
4492,18f39a0c,0,251,42,218.0,32.0,88.0,42,2,251,1.0
4495,18fa491c,0,231,125,120.0,14.0,49.0,125,0,231,0.0
4515,1910383a,1,27,121,13.0,6.0,13.0,4,0,337,0.0
4523,191fc250,0,26,12,14.0,2.0,8.0,12,0,26,0.0
4534,192fff17,0,9,0,2.0,1.0,2.0,0,0,9,0.0
4540,19352019,3,82,9,36.0,13.0,26.0,0,0,475,0.0
4565,195dafaf,2,135,25,38.0,18.0,24.0,25,0,141,0.0
4568,196292f4,0,10,7,0.0,0.0,0.0,7,7,10,1.0
4594,197a619e,0,8,68,1.0,1.0,1.0,68,20,8,1.0
4621,199cf3c4,2,25,9,7.0,4.0,6.0,5,2,168,1.0
4626,19a408f1,0,89,83,43.0,7.0,34.0,83,0,89,0.0
4630,19ad16f0,1,3,0,0.0,0.0,0.0,0,0,15,0.0
4643,19bed1d7,0,177,3,73.0,16.0,49.0,3,0,177,0.0
4666,19ed4344,0,199,17,81.0,9.0,36.0,17,0,200,1.0
4669,19f17086,0,20,1,9.0,2.0,7.0,1,1,20,1.0
4678,19ff3181,0,7,0,2.0,1.0,2.0,0,0,7,0.0
4683,1a0a0999,1,10,20,3.0,2.0,3.0,0,0,246,0.0
4714,1a408d93,0,152,128,52.0,10.0,17.0,128,0,152,0.0
4721,1a4c1ad6,0,30,0,17.0,8.0,12.0,0,0,30,0.0
4731,1a62dd70,0,28,1,7.0,3.0,6.0,1,0,28,0.0
4772,1a907572,0,15,0,7.0,2.0,4.0,0,0,15,0.0
4788,1a9a4d22,0,117,1,101.0,23.0,59.0,1,0,117,0.0
4832,1adba253,0,37,20,13.0,5.0,12.0,20,18,37,1.0
4837,1ae55bd9,0,2,0,0.0,0.0,0.0,0,0,2,0.0
4850,1af68b74,0,26,123,9.0,5.0,9.0,123,122,26,1.0
4868,1b17b334,0,3,103,1.0,1.0,1.0,103,103,3,1.0
4895,1b373281,0,1025,145,640.0,62.0,193.0,145,0,1025,0.0
4919,1b493e2d,0,46,14,22.0,2.0,12.0,14,0,46,0.0
4928,1b59ca78,0,240,115,193.0,22.0,103.0,115,0,240,1.0
4936,1b621d31,0,70,0,32.0,9.0,11.0,0,0,70,0.0
4946,1b743501,0,28,23,7.0,6.0,6.0,23,9,28,1.0
4956,1b8e391b,0,243,148,86.0,17.0,45.0,148,0,243,0.0
4974,1bad52b9,0,20,0,4.0,2.0,2.0,0,0,20,0.0
4989,1bc098f5,0,78,22,54.0,4.0,37.0,22,0,78,0.0
4991,1bc7f14b,0,35,6,11.0,3.0,9.0,6,0,35,1.0
4997,1bd1b394,1,190,16,130.0,29.0,90.0,16,0,199,0.0
5006,1bd6991e,0,30,41,6.0,5.0,5.0,41,27,30,1.0
5011,1be6a8c9,0,28,57,3.0,3.0,3.0,57,54,28,1.0
5014,1beb21db,1,43,14,10.0,3.0,7.0,13,0,306,0.0
5017,1bef1cb6,0,13,0,8.0,1.0,4.0,0,0,13,0.0
5029,1bf887bc,0,23,57,11.0,5.0,6.0,57,0,23,1.0
5052,1c16872e,0,16,1,8.0,2.0,7.0,1,0,16,0.0
5057,1c2205e0,0,5,0,1.0,1.0,1.0,0,0,5,0.0
5068,1c376520,0,40,57,21.0,7.0,14.0,57,0,40,0.0
5069,1c38581a,0,36,0,27.0,3.0,19.0,0,0,36,0.0
5070,1c3a4e83,0,115,20,46.0,15.0,20.0,20,1,115,1.0
5086,1c5b5407,1,43,16,18.0,11.0,17.0,15,0,85,0.0
5095,1c6dd51b,0,174,9,125.0,11.0,37.0,9,0,174,1.0
5116,1c8c689c,0,107,2,83.0,23.0,45.0,2,0,107,1.0
5139,1cb61005,0,77,92,47.0,9.0,26.0,92,0,77,0.0
5144,1cba523a,0,111,21,93.0,7.0,40.0,21,0,111,0.0
5151,1cc81c0e,0,72,0,37.0,8.0,21.0,0,0,72,0.0
5156,1cd4e440,2,1,0,0.0,0.0,0.0,0,0,15,0.0
5186,1cfa87f1,1,6,79,0.0,0.0,0.0,79,78,20,1.0
5212,1d2b5dee,0,28,28,9.0,2.0,4.0,28,0,28,0.0
5217,1d344bfe,2,40,26,2.0,1.0,2.0,9,0,157,0.0
5241,1d61e2f0,0,7,0,3.0,2.0,3.0,0,0,7,0.0
5259,1d868f8d,0,5,0,3.0,1.0,3.0,0,0,5,0.0
5272,1d9eb251,0,43,11,8.0,6.0,6.0,11,6,43,1.0
5278,1daab2a9,0,48,49,33.0,5.0,19.0,49,3,48,1.0
5280,1dae1e78,0,160,0,102.0,22.0,62.0,0,0,160,0.0
5295,1dc6113b,0,4,0,3.0,1.0,2.0,0,0,4,0.0
5313,1ddd5887,0,5,0,2.0,1.0,2.0,0,0,5,0.0
5322,1dec914f,0,88,35,76.0,13.0,42.0,35,27,89,1.0
5325,1df2cc28,0,9,0,3.0,1.0,2.0,0,0,9,0.0
5336,1e076fca,0,53,67,15.0,3.0,6.0,67,0,53,0.0
5341,1e0d9fa0,0,68,14,38.0,15.0,23.0,14,2,68,1.0
5356,1e19ed78,1,5,9,0.0,0.0,0.0,0,0,103,0.0
5370,1e2d3567,0,269,16,231.0,16.0,104.0,16,0,270,0.0
5376,1e32ded5,2,0,79,0.0,0.0,0.0,79,79,13,1.0
5380,1e38acb8,0,23,106,5.0,2.0,4.0,106,0,23,0.0
5398,1e58a2c9,0,2,0,0.0,0.0,0.0,0,0,2,0.0
5429,1e78883f,0,29,0,16.0,2.0,11.0,0,0,29,0.0
5433,1e7d5dcc,3,44,59,1.0,1.0,1.0,11,0,388,0.0
5446,1e99a6f6,0,85,8,60.0,17.0,41.0,8,0,85,0.0
5451,1ea4e7bc,0,114,5,50.0,4.0,25.0,5,0,114,0.0
5459,1eab3f70,0,22,29,11.0,4.0,8.0,29,29,22,1.0
5483,1ec83946,0,25,12,10.0,4.0,7.0,12,0,25,0.0
5494,1ee3e744,0,6,0,2.0,1.0,1.0,0,0,6,0.0
5497,1ee61d4c,0,67,19,21.0,5.0,10.0,19,0,67,0.0
5498,1ee7658e,0,8,0,1.0,1.0,1.0,0,0,8,0.0
5499,1ee88eac,0,20,24,7.0,3.0,7.0,24,23,20,1.0
5501,1eecb1a5,0,27,0,9.0,6.0,8.0,0,0,27,0.0
5544,1f3d4f2a,0,12,0,7.0,1.0,5.0,0,0,12,0.0
5545,1f3f33d8,0,160,53,52.0,33.0,47.0,53,0,160,0.0
5553,1f4ec7a3,1,2,29,1.0,1.0,1.0,0,0,162,0.0
5555,1f51db58,0,8,2,4.0,1.0,3.0,2,0,8,0.0
5561,1f59f4f2,0,29,1,7.0,3.0,6.0,1,0,29,0.0
5570,1f6109b9,1,176,23,55.0,14.0,29.0,16,0,389,0.0
5571,1f62dcbc,0,55,73,27.0,5.0,20.0,73,1,55,1.0
5577,1f67ec9d,0,133,1,43.0,5.0,19.0,1,0,133,0.0
5581,1f70c743,0,22,3,10.0,3.0,6.0,3,0,22,0.0
5589,1f7f4cf4,0,103,6,80.0,19.0,52.0,6,0,103,1.0
5602,1f980dd9,0,35,0,30.0,6.0,19.0,0,0,35,0.0
5607,1f9e10fe,0,4,0,1.0,1.0,1.0,0,0,4,0.0
5614,1fabb749,0,11,3,7.0,1.0,5.0,3,0,11,0.0
5623,1fb641f3,0,12,0,4.0,2.0,3.0,0,0,12,0.0
5632,1fd5c0ed,0,20,56,6.0,5.0,5.0,56,14,20,1.0
5640,1fd6a5ad,6,66,64,18.0,4.0,12.0,16,0,449,0.0
5646,1fdab8bf,5,28,2,18.0,6.0,15.0,0,0,348,0.0
5655,1fe31f13,0,6,0,2.0,2.0,2.0,0,0,6,0.0
5687,2020fc8e,0,36,2,23.0,3.0,7.0,2,0,36,0.0
5688,20211f4d,0,44,2,6.0,3.0,4.0,2,0,44,0.0
5696,202bea0f,0,29,2,14.0,6.0,6.0,2,0,29,0.0
5699,203297ab,0,4,145,1.0,1.0,1.0,145,145,4,1.0
5736,2055d172,1,69,82,5.0,2.0,4.0,80,0,70,0.0
5744,205d9c1a,2,36,27,12.0,2.0,3.0,23,14,65,1.0
5768,20873140,0,33,1,22.0,8.0,17.0,1,0,33,0.0
5781,2094ecb2,0,75,23,24.0,8.0,15.0,23,0,75,0.0
5782,20950506,0,216,19,107.0,33.0,67.0,19,0,216,1.0
5787,209e9ed6,0,229,3,177.0,19.0,66.0,3,0,229,0.0
5791,20aa5848,0,22,0,13.0,7.0,10.0,0,0,22,0.0
5803,20bf067a,1,149,92,26.0,3.0,3.0,66,0,171,0.0
5818,20d42c68,0,28,0,10.0,3.0,7.0,0,0,28,0.0
5825,20dadf21,0,2,1,1.0,1.0,1.0,1,1,2,1.0
5845,20f602c7,0,29,1,22.0,8.0,17.0,1,0,29,1.0
5847,20f82c37,0,53,27,17.0,7.0,12.0,27,0,53,0.0
5862,210fd6d9,0,4,51,0.0,0.0,0.0,51,51,4,1.0
5865,21130ceb,0,46,27,29.0,5.0,18.0,27,24,46,1.0
5880,2127f4a2,0,4,0,1.0,1.0,1.0,0,0,4,0.0
5894,2136c1f9,0,289,12,94.0,7.0,32.0,12,0,289,0.0
5904,2140aa3b,0,9,53,3.0,2.0,2.0,53,0,9,0.0
5916,214c95b5,0,6,22,2.0,1.0,1.0,22,16,6,1.0
5917,2150d906,0,38,5,12.0,4.0,6.0,5,0,38,0.0
6015,21f5aa78,0,74,7,20.0,9.0,14.0,7,0,74,0.0
6016,21f5eeda,0,13,1,4.0,2.0,3.0,1,0,13,1.0
6017,21f67ee5,0,3,47,1.0,1.0,1.0,47,47,3,1.0
6019,21fa5f58,0,381,120,125.0,19.0,46.0,120,0,381,0.0
6043,2227dfd2,0,89,0,32.0,17.0,27.0,0,0,89,0.0
6080,225b0069,0,90,9,21.0,7.0,14.0,9,0,90,0.0
6082,2260ca72,0,6,1,2.0,2.0,2.0,1,1,6,1.0
6099,2280ebc0,0,153,25,73.0,21.0,37.0,25,1,153,1.0
6101,22831d56,0,10,5,3.0,1.0,2.0,5,5,11,1.0
6114,228ed531,0,4,0,2.0,1.0,2.0,0,0,4,0.0
6124,229c5562,0,4,1,0.0,0.0,0.0,1,0,4,0.0
6131,22a816d9,0,35,1,25.0,8.0,15.0,1,0,35,0.0
6132,22a9673f,0,11,2,3.0,2.0,2.0,2,0,11,0.0
6136,22b0bd67,1,2,20,0.0,0.0,0.0,20,20,45,1.0
6140,22b9085f,0,341,11,197.0,29.0,82.0,11,6,341,1.0
6143,22bf7719,0,25,5,18.0,3.0,12.0,5,0,25,0.0
6155,22cfc3f5,0,127,133,72.0,12.0,37.0,133,4,127,1.0
6156,22d002ee,0,56,36,12.0,4.0,9.0,36,0,56,0.0
6175,22ed55bb,0,31,0,22.0,8.0,17.0,0,0,31,0.0
6181,22f7466d,0,10,3,1.0,1.0,1.0,3,3,10,1.0
6187,230704d2,0,226,35,193.0,36.0,112.0,35,0,226,0.0
6191,230d2aa9,0,9,0,2.0,1.0,1.0,0,0,9,0.0
6193,230f09a6,0,177,9,125.0,4.0,25.0,9,0,177,1.0
6198,231b033a,0,17,0,6.0,5.0,5.0,0,0,17,0.0
6225,234421f3,0,52,97,16.0,8.0,10.0,97,0,52,0.0
6230,234a8e4d,0,175,24,81.0,14.0,21.0,24,1,175,1.0
6277,2389058f,1,2,0,0.0,0.0,0.0,0,0,19,0.0
6288,2395e05d,1,10,20,1.0,1.0,1.0,3,0,57,0.0
6372,24120769,0,6,7,2.0,2.0,2.0,7,7,6,1.0
6475,2486de05,1,98,44,50.0,4.0,18.0,27,3,136,1.0
6495,24aaa37f,0,3,22,1.0,1.0,1.0,22,22,3,1.0
6501,24b515a9,0,22,27,9.0,6.0,6.0,27,26,22,1.0
6520,24cd912d,0,28,0,13.0,10.0,10.0,0,0,28,1.0
6553,2501a39b,0,29,0,26.0,3.0,16.0,0,0,29,1.0
6628,2576d981,0,56,73,25.0,18.0,21.0,73,65,56,1.0
6646,25953584,0,100,6,37.0,13.0,27.0,6,0,100,0.0
6650,259d8b4f,0,9,0,5.0,1.0,3.0,0,0,9,0.0
6656,25ad3d09,0,31,3,14.0,2.0,9.0,3,0,31,0.0
6665,25b903b1,1,9,0,6.0,3.0,5.0,0,0,14,0.0
6685,25cb8185,1,2,59,1.0,1.0,1.0,1,1,148,1.0
6701,25e4a370,0,3,0,1.0,1.0,1.0,0,0,3,1.0
6732,2608aa78,1,15,1,4.0,2.0,3.0,1,0,23,0.0
6751,26232807,0,28,137,9.0,5.0,7.0,137,5,28,1.0
6850,269aaa26,0,15,0,7.0,1.0,5.0,0,0,15,0.0
6852,26a30a4a,1,6,3,1.0,1.0,1.0,1,1,52,1.0
6931,2720e9c9,1,7,72,4.0,1.0,4.0,1,0,65,0.0
6935,27258fd2,0,17,84,0.0,0.0,0.0,84,29,17,1.0
6936,2725974b,0,146,12,120.0,28.0,72.0,12,0,146,0.0
6939,272c01eb,0,11,0,7.0,1.0,3.0,0,0,11,0.0
6963,2742d529,1,214,76,127.0,26.0,50.0,76,0,220,0.0
6966,2743f13d,0,177,43,65.0,21.0,35.0,43,0,177,1.0
7004,279535b5,0,174,30,87.0,5.0,22.0,30,0,174,0.0
7016,27a8f79c,0,43,99,4.0,2.0,2.0,99,0,43,0.0
7035,27c2aa9a,0,358,107,193.0,34.0,101.0,107,0,358,0.0
7048,27d374bb,2,14,72,3.0,1.0,2.0,0,0,331,0.0
7055,27dcedfe,0,41,3,36.0,4.0,22.0,3,0,41,0.0
7085,27fd1122,0,45,1,37.0,5.0,24.0,1,0,45,0.0
7136,286f7a33,0,72,138,38.0,11.0,32.0,138,0,72,0.0
7149,288b50b9,0,53,8,21.0,4.0,10.0,8,0,53,0.0
7153,28953e8a,0,35,4,8.0,2.0,2.0,4,0,35,0.0
7194,28c9ec04,0,11,10,2.0,1.0,1.0,10,3,11,1.0
7197,28ceac01,0,306,127,232.0,11.0,84.0,127,0,306,1.0
7200,28d5cb33,0,35,5,13.0,5.0,6.0,5,0,35,0.0
7211,28ddda17,0,76,0,28.0,4.0,13.0,0,0,76,0.0
7246,28ff2f59,0,15,0,5.0,2.0,3.0,0,0,15,0.0
7260,29114279,0,87,33,24.0,5.0,14.0,33,0,87,0.0
7291,294c3024,0,23,0,13.0,3.0,9.0,0,0,23,0.0
7310,295b829c,0,14,6,5.0,2.0,2.0,6,0,14,0.0
7321,29687d35,1,45,88,13.0,4.0,9.0,18,0,85,0.0
7323,2968f0d6,0,545,29,393.0,77.0,212.0,29,0,545,0.0
7331,297312f8,3,82,56,12.0,7.0,11.0,54,0,151,0.0
7340,297c0ca0,0,212,14,187.0,18.0,119.0,14,0,212,0.0
7345,298272c5,0,8,8,2.0,1.0,1.0,8,8,8,1.0
7364,29a44cd6,0,59,3,44.0,5.0,25.0,3,0,59,0.0
7379,29b45f60,0,21,0,16.0,2.0,4.0,0,0,21,0.0
7402,29e1938c,2,173,143,67.0,17.0,34.0,93,0,198,0.0
7427,2a06e52c,1,5,27,2.0,2.0,2.0,0,0,73,0.0
7450,2a254824,0,26,4,10.0,2.0,6.0,4,0,26,0.0
7460,2a31ef58,0,165,15,48.0,17.0,32.0,15,0,165,0.0
7484,2a558bd4,0,118,77,36.0,4.0,21.0,77,0,118,0.0
7489,2a5a9e07,0,6,0,3.0,1.0,3.0,0,0,6,0.0
7490,2a6043b0,0,47,7,9.0,5.0,7.0,7,0,47,0.0
7505,2a727bb0,2,1,2,0.0,0.0,0.0,0,0,22,0.0
7520,2a8f49f0,1,260,10,176.0,32.0,82.0,3,0,790,0.0
7539,2aa74a65,0,32,1,21.0,3.0,15.0,1,0,32,0.0
7542,2aa87e49,0,59,0,30.0,1.0,6.0,0,0,59,0.0
7546,2ab41c62,0,6,2,1.0,1.0,1.0,2,0,6,1.0
7568,2accc465,0,37,0,17.0,6.0,15.0,0,0,37,0.0
7607,2b0d7dc5,0,207,63,168.0,36.0,108.0,63,0,207,1.0
7611,2b11fb75,0,112,19,109.0,16.0,68.0,19,1,112,1.0
7623,2b29dbf2,0,21,5,6.0,3.0,5.0,5,0,21,0.0
7630,2b31ea60,0,24,6,12.0,1.0,3.0,6,1,24,1.0
7631,2b33aed8,0,19,0,6.0,3.0,5.0,0,0,19,0.0
7646,2b466fe9,0,99,19,58.0,7.0,22.0,19,0,99,1.0
7664,2b61eab2,0,36,1,15.0,1.0,9.0,1,0,36,0.0
7670,2b6eaa8d,0,30,20,11.0,6.0,8.0,20,0,30,0.0
7681,2b7ea8eb,0,24,35,5.0,2.0,2.0,35,8,24,1.0
7684,2b7edb37,1,41,14,3.0,2.0,3.0,7,0,135,0.0
7686,2b81e8f3,1,39,56,22.0,2.0,7.0,17,7,171,1.0
