,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,cant_sesiones_inac30MIN_ult_9999_dias,promedio_sesiones_sec_inac30MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac30MIN_ult_9999_dias,cant_sesiones_inac30MIN_ult_30_dias,promedio_sesiones_sec_inac30MIN_ult_30_dias,tiempo_total_sesiones_sec_inac30MIN_ult_30_dias,cant_sesiones_inac30MIN_ult_25_dias,promedio_sesiones_sec_inac30MIN_ult_25_dias,tiempo_total_sesiones_sec_inac30MIN_ult_25_dias,cant_sesiones_inac30MIN_ult_20_dias,promedio_sesiones_sec_inac30MIN_ult_20_dias,tiempo_total_sesiones_sec_inac30MIN_ult_20_dias,cant_sesiones_inac30MIN_ult_15_dias,promedio_sesiones_sec_inac30MIN_ult_15_dias,tiempo_total_sesiones_sec_inac30MIN_ult_15_dias,cant_sesiones_inac30MIN_ult_10_dias,promedio_sesiones_sec_inac30MIN_ult_10_dias,tiempo_total_sesiones_sec_inac30MIN_ult_10_dias,cant_sesiones_inac30MIN_ult_5_dias,promedio_sesiones_sec_inac30MIN_ult_5_dias,tiempo_total_sesiones_sec_inac30MIN_ult_5_dias,cant_sesiones_inac30MIN_ult_1_dias,promedio_sesiones_sec_inac30MIN_ult_1_dias,tiempo_total_sesiones_sec_inac30MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,mod_mas_visto_ult_9999_dias,total_vistos_ult_9999_dias,%_mas_visto_ult_9999_dias,mod_mas_visto_ult_30_dias,total_vistos_ult_30_dias,%_mas_visto_ult_30_dias,mod_mas_visto_ult_25_dias,total_vistos_ult_25_dias,%_mas_visto_ult_25_dias,mod_mas_visto_ult_20_dias,total_vistos_ult_20_dias,%_mas_visto_ult_20_dias,mod_mas_visto_ult_15_dias,total_vistos_ult_15_dias,%_mas_visto_ult_15_dias,mod_mas_visto_ult_10_dias,total_vistos_ult_10_dias,%_mas_visto_ult_10_dias,mod_mas_visto_ult_5_dias,total_vistos_ult_5_dias,%_mas_visto_ult_5_dias,mod_mas_visto_ult_1_dias,total_vistos_ult_1_dias,%_mas_visto_ult_1_dias,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,ult_checkout_dias,ult_checkout_segundos,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,country_0,country_1,country_2,country_3,country_4,country_5,country_6,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7,city_0,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,label
12153,50367875,2,719.0,1438.0,2.0,719.0,1438.0,2.0,719.0,1438.0,2.0,719.0,1438.0,2.0,719.0,1438.0,1.0,1141.0,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,2,719.0,1438.0,2.0,719.0,1438.0,2.0,719.0,1438.0,2.0,719.0,1438.0,2.0,719.0,1438.0,1.0,1141.0,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,13.0,41.0,0.6829268292682927,0.3170731707317073,0.0,41.0,15.0,24.0,7.0,41.0,0.17073170731707318,7.0,41.0,0.17073170731707318,7.0,41.0,0.17073170731707318,7.0,41.0,0.17073170731707318,7.0,41.0,0.17073170731707318,7.0,29.0,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0,0,53,10,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,53.0,53.0,53.0,53.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
12178,505a0310,1,1089.0,1089.0,1.0,1089.0,1089.0,1.0,1089.0,1089.0,1.0,1089.0,1089.0,1.0,1089.0,1089.0,1.0,1089.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1089.0,1089.0,1.0,1089.0,1089.0,1.0,1089.0,1089.0,1.0,1089.0,1089.0,1.0,1089.0,1089.0,1.0,1089.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,20.0,0.6,0.2,0.2,21.0,8.0,18.0,5.0,21.0,0.23809523809523808,5.0,21.0,0.23809523809523808,5.0,21.0,0.23809523809523808,5.0,21.0,0.23809523809523808,5.0,21.0,0.23809523809523808,5.0,21.0,0.23809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0,0,28,5,5,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,462358.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0
12179,505b39f3,2,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,2.0,489.00000000000006,978.0000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,0,1,7,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,24707.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0
12235,50af2bda,16,786.0,12582.0,4.0,251.00000000000003,1003.0000000000001,3.0,328.0,983.0000000000001,2.0,226.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,595.0,10123.0,4.0,251.00000000000003,1003.0000000000001,3.0,328.0,983.0000000000001,2.0,226.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,226.0,1.0,0.0,0.0,226.0,19.0,84.0,87.0,226.0,0.38495575221238937,13.0,43.0,0.3023255813953488,13.0,42.0,0.30952380952380953,10.0,36.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,127,37,15,40,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,1377064.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,305,59.0,56.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.0
12237,50b05ed8,2,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,81,5,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0.0
12245,50b83820,7,532.0,3721.0000000000005,5.0,743.0,3715.0000000000005,5.0,743.0,3715.0000000000005,5.0,743.0,3715.0000000000005,5.0,743.0,3715.0000000000005,5.0,743.0,3715.0000000000005,1.0,456.0,456.0,1.0,456.0,456.0,7,532.0,3721.0000000000005,5.0,743.0,3715.0000000000005,5.0,743.0,3715.0000000000005,5.0,743.0,3715.0000000000005,5.0,743.0,3715.0000000000005,5.0,743.0,3715.0000000000005,1.0,456.0,456.0,1.0,456.0,456.0,5.0,28.0,3.0,36.0,0.1388888888888889,0.08333333333333333,0.7777777777777778,36.0,10.0,24.0,20.0,36.0,0.5555555555555556,20.0,34.0,0.5882352941176471,20.0,34.0,0.5882352941176471,20.0,34.0,0.5882352941176471,20.0,34.0,0.5882352941176471,20.0,34.0,0.5882352941176471,7.0,7.0,1.0,7.0,7.0,1.0,0,0,77,34,0,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,72740.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77,71.0,71.0,71.0,71.0,71.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0
12247,50b9e94c,1,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,0.0,0.0,0.0,1,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,1.0,342.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0,0,7,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0
12267,50e1a20d,2,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,0.0,0.0,0.0,2,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,2.0,1880.0000000000002,3760.0000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,1,0,1,1,1,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,159025.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17,17.0,17.0,17.0,17.0,17.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0
12292,51085938,2,237.00000000000003,474.00000000000006,2.0,237.00000000000003,474.00000000000006,2.0,237.00000000000003,474.00000000000006,2.0,237.00000000000003,474.00000000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,237.00000000000003,474.00000000000006,2.0,237.00000000000003,474.00000000000006,2.0,237.00000000000003,474.00000000000006,2.0,237.00000000000003,474.00000000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,15,14,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
12310,511fcaa8,1,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,569.0,569.0,1.0,6.0,0.0,7.0,0.14285714285714285,0.0,0.8571428571428571,7.0,3.0,6.0,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,5.0,7.0,0.7142857142857143,0,0,19,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,26778.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0.0
12380,519da79d,3,269.0,806.0,3.0,269.0,806.0,3.0,269.0,806.0,3.0,269.0,806.0,3.0,269.0,806.0,3.0,269.0,806.0,1.0,561.0,561.0,0.0,0.0,0.0,3,269.0,806.0,3.0,269.0,806.0,3.0,269.0,806.0,3.0,269.0,806.0,3.0,269.0,806.0,3.0,269.0,806.0,1.0,561.0,561.0,0.0,0.0,0.0,9.0,18.0,0.0,27.0,0.3333333333333333,0.0,0.6666666666666666,27.0,6.0,22.0,12.0,27.0,0.4444444444444444,12.0,27.0,0.4444444444444444,12.0,27.0,0.4444444444444444,12.0,27.0,0.4444444444444444,12.0,27.0,0.4444444444444444,12.0,27.0,0.4444444444444444,3.0,3.0,1.0,0.0,0.0,0.0,0,0,38,8,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,38.0,38.0,38.0,38.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
12390,51afbb28,1,2113.0,2113.0,1.0,2113.0,2113.0,1.0,2113.0,2113.0,1.0,2113.0,2113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2113.0,2113.0,1.0,2113.0,2113.0,1.0,2113.0,2113.0,1.0,2113.0,2113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,4.0,11.0,12.0,0.9166666666666666,11.0,12.0,0.9166666666666666,11.0,12.0,0.9166666666666666,11.0,12.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,15,15,15,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,1310893.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,23,23.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.0
12391,51b12f3b,5,1527.0,7634.000000000001,5.0,1527.0,7634.000000000001,5.0,1527.0,7634.000000000001,5.0,1527.0,7634.000000000001,1.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1527.0,7634.000000000001,5.0,1527.0,7634.000000000001,5.0,1527.0,7634.000000000001,5.0,1527.0,7634.000000000001,1.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,4.0,71.0,0.9436619718309859,0.056338028169014086,0.0,79.0,16.0,43.0,31.0,79.0,0.3924050632911392,31.0,79.0,0.3924050632911392,31.0,79.0,0.3924050632911392,31.0,79.0,0.3924050632911392,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,4,15,14,19,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,15.0,1297397.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,101,101.0,101.0,101.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0.0
12402,51b84636,4,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,3.0,413.0,1239.0,4,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,4.0,630.0,2520.0,3.0,413.0,1239.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,23,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,23.0,23.0,23.0,23.0,23.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0.0
12408,51c17c47,2,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,0.0,0.0,0.0,2,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,2.0,152.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0,0,11,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,99096.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11,11.0,11.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0
12422,51d9b48c,8,332.0,2658.0,8.0,332.0,2658.0,8.0,332.0,2658.0,8.0,332.0,2658.0,4.0,524.0,2097.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8,332.0,2658.0,8.0,332.0,2658.0,8.0,332.0,2658.0,8.0,332.0,2658.0,4.0,524.0,2097.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,7.0,30.0,26.0,51.0,0.5098039215686274,26.0,51.0,0.5098039215686274,26.0,51.0,0.5098039215686274,26.0,51.0,0.5098039215686274,12.0,20.0,0.6,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,78,16,7,16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,11.0,1036022.0000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,78,78.0,78.0,78.0,35.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0.0
12430,51f81030,5,75.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,75.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,2.0,2.0,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,127,111,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.0
12434,51fde0cb,9,905.0,8141.000000000001,1.0,3351.0,3351.0,1.0,3351.0,3351.0,1.0,3351.0,3351.0,1.0,3351.0,3351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,905.0,8141.000000000001,1.0,3351.0,3351.0,1.0,3351.0,3351.0,1.0,3351.0,3351.0,1.0,3351.0,3351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,26.0,5.0,83.0,0.6265060240963856,0.060240963855421686,0.3132530120481928,83.0,24.0,42.0,25.0,83.0,0.30120481927710846,25.0,55.0,0.45454545454545453,25.0,55.0,0.45454545454545453,25.0,55.0,0.45454545454545453,25.0,55.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,126,78,11,78,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,11.0,962140.0000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,126,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0
12479,52463b37,2,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,2,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,2.0,564.0,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17,7,7,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7.0,628396.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,17,17.0,17.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.0
12513,5282399d,7,165.0,1152.0,7.0,165.0,1152.0,7.0,165.0,1152.0,5.0,213.0,1065.0,1.0,811.0,811.0,1.0,811.0,811.0,1.0,811.0,811.0,0.0,0.0,0.0,7,165.0,1152.0,7.0,165.0,1152.0,7.0,165.0,1152.0,5.0,213.0,1065.0,1.0,811.0,811.0,1.0,811.0,811.0,1.0,811.0,811.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,1.0,0.0,0.0,18.0,4.0,9.0,13.0,18.0,0.7222222222222222,13.0,18.0,0.7222222222222222,13.0,18.0,0.7222222222222222,10.0,15.0,0.6666666666666666,4.0,5.0,0.8,4.0,5.0,0.8,4.0,5.0,0.8,0.0,0.0,0.0,0,0,55,21,3,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,333035.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,55,55.0,55.0,46.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0
